Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage,Source_File
000:00:01.017000,6.10.csv,Audio File 6.mp3,-0.230741481,0.131387131,Yellow,Audio File 6,132.5120192,0.0,0.0,0.0,0.0,0.0,1.017,-15.51429656,15.51429656,,0.0,0.0,0.0,0.018058799,0.018058799,Small Change (0-5%),No Change,0.3840743070431839,0.427745664708607,6.csv
000:00:01.584000,6.16.csv,Audio File 6.mp3,0.023837589,-0.163821592,Blue,Audio File 6,126.0480183,3.731992682,130.3573523,-0.048780488,0.0,-11.40035439,1.584,-6.464000938,6.464000938,-20.10644513,-4.87804878,4.87804878,4.87804878,-0.295208723,0.295208723,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.4751190296924698,0.370365148711111,6.csv
000:00:01.703000,6.6.csv,Audio File 6.mp3,0.248559806,-0.497397544,Blue,Audio File 6,126.0480183,3.731992682,128.2026853,0.0,0.0,0.0,1.703,0.0,0.0,95.80129738,0.0,0.0,0.0,-0.333575952,0.333575952,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:01.817000,6.1.csv,Audio File 6.mp3,-0.24382447,0.170462075,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.019246346,0.0,1.817,0.0,0.0,0.0,0.0,0.0,0.0,0.667859619,0.667859619,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:02.054000,6.8.csv,Audio File 6.mp3,-0.185087404,0.183750506,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.009703366,0.0,2.054,0.0,0.0,0.0,0.0,0.0,0.0,0.013288431,0.013288431,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:02.104000,6.11.csv,Audio File 6.mp3,-0.033825736,0.168210276,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.0,0.0,2.104,0.0,0.0,0.0,0.0,0.0,0.0,-0.01554023,0.01554023,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:02.124000,6.17.csv,Audio File 6.mp3,-0.068417556,0.128712871,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.0,0.0,2.124,0.0,0.0,0.0,0.0,0.0,0.0,-0.039497404,0.039497404,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:02.222000,6.14.csv,Audio File 6.mp3,0.028739003,0.062475073,Green,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.0,0.0,2.222,0.0,0.0,0.0,0.0,0.0,0.0,-0.066237798,0.066237798,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:02.455000,6.5.csv,Audio File 6.mp3,0.112903226,0.153354839,Green,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.0,0.0,2.455,0.0,0.0,0.0,0.0,0.0,0.0,0.090879765,0.090879765,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:02.624000,6.4.csv,Audio File 6.mp3,-0.532258065,-0.124064516,Red,Audio File 6,143.5546875,10.10748018,131.8835747,0.138888889,0.025546472,103.5897586,2.624,17.50666921,17.50666921,612.9571516,13.88888889,13.88888889,13.88888889,-0.277419355,0.277419355,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal,0.7162606571589872,0.5911207450086631,6.csv
000:00:02.678000,6.7.csv,Audio File 6.mp3,0.206451613,0.14766129,Green,Audio File 6,143.5546875,10.10748018,137.7191311,0.0,0.050010467,0.0,2.678,0.0,0.0,-1918.328863,0.0,0.0,0.0,0.271725806,0.271725806,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:02.852000,6.16.csv,Audio File 6.mp3,-0.047727799,0.044559978,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.050010467,0.0,2.852,0.0,0.0,0.0,0.0,0.0,0.0,-0.103101312,0.103101312,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:02.982000,6.2.csv,Audio File 6.mp3,-0.005969659,0.186866751,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.024463994,0.0,2.982,0.0,0.0,0.0,0.0,0.0,0.0,0.142306773,0.142306773,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:03.117000,6.12.csv,Audio File 6.mp3,-0.054962894,-0.068181818,Red,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,3.117,0.0,0.0,0.0,0.0,0.0,0.0,-0.255048569,0.255048569,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:03.200000,6.9.csv,Audio File 6.mp3,-0.092500093,0.138787139,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.206968957,0.206968957,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:03.284000,6.20.csv,Audio File 6.mp3,-0.042406573,0.018287835,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,3.284,0.0,0.0,0.0,0.0,0.0,0.0,-0.120499304,0.120499304,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:03.563000,6.3.csv,Audio File 6.mp3,0.358078136,-0.134876098,Blue,Audio File 6,126.0480183,10.10748018,137.7191311,-0.12195122,0.024463994,-62.74791831,3.563,-17.50666921,17.50666921,-224.902933,-12.19512195,12.19512195,12.19512195,-0.153163932,0.153163932,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.3640313136527441,0.2842943747148668,6.csv
000:00:03.701000,6.13.csv,Audio File 6.mp3,0.062649566,-0.169852921,Blue,Audio File 6,126.0480183,10.10748018,131.8835747,0.0,0.050010467,0.0,3.701,0.0,0.0,454.6950602,0.0,0.0,0.0,-0.034976824,0.034976824,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:04.067000,6.2.csv,Audio File 6.mp3,-0.203132702,0.281066871,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.050010467,0.0,4.067,0.0,0.0,0.0,0.0,0.0,0.0,0.450919793,0.450919793,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:04.288000,6.15.csv,Audio File 6.mp3,-0.000185037,0.205958182,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.025546472,0.0,4.288,0.0,0.0,0.0,0.0,0.0,0.0,-0.075108689,0.075108689,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:04.385000,6.15.csv,Audio File 6.mp3,-0.000185037,0.205958182,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.0,0.0,4.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:04.440000,6.4.csv,Audio File 6.mp3,-0.361290323,0.121096774,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,-0.084861408,0.084861408,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:04.881000,6.10.csv,Audio File 6.mp3,-0.186341436,0.262737263,Yellow,Audio File 6,143.5546875,10.10748018,131.8835747,0.138888889,0.025546472,39.6976626,4.881,17.50666921,17.50666921,90.01737551,13.88888889,13.88888889,13.88888889,0.141640489,0.141640489,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.7162606571589872,0.5911207450086631,6.csv
000:00:05.150000,6.1.csv,Audio File 6.mp3,-0.311246731,0.307631502,Yellow,Audio File 6,143.5546875,10.10748018,137.7191311,0.0,0.050010467,0.0,5.15,0.0,0.0,-147.5749539,0.0,0.0,0.0,0.04489424,0.04489424,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:05.162000,6.3.csv,Audio File 6.mp3,-0.149644594,0.148379741,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.050010467,0.0,5.162,0.0,0.0,0.0,0.0,0.0,0.0,-0.159251761,0.159251761,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:05.374000,6.4.csv,Audio File 6.mp3,-0.35483871,0.221096774,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.024463994,0.0,5.374,0.0,0.0,0.0,0.0,0.0,0.0,0.072717033,0.072717033,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:05.449000,6.2.csv,Audio File 6.mp3,-0.455063256,0.298592475,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,5.449,0.0,0.0,0.0,0.0,0.0,0.0,0.077495701,0.077495701,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:05.522000,6.14.csv,Audio File 6.mp3,-0.069794721,0.219659824,Yellow,Audio File 6,139.6748311,2.240036148,142.261402,-0.027027027,0.005248639,-53.14871807,5.522,-3.879856419,3.879856419,-728.0646311,-2.702702703,2.702702703,2.702702703,-0.078932651,0.078932651,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.5011151662657451,0.3959537571898045,6.csv
000:00:05.651000,6.12.csv,Audio File 6.mp3,-0.059601113,0.124304267,Yellow,Audio File 6,139.6748311,2.240036148,140.9681166,0.0,0.01054543,0.0,5.651,0.0,0.0,412.0055664,0.0,0.0,0.0,-0.095355557,0.095355557,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:06.151000,6.4.csv,Audio File 6.mp3,-0.467741935,0.28883871,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.01054543,0.0,6.151,0.0,0.0,0.0,0.0,0.0,0.0,0.164534443,0.164534443,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:06.300000,6.18.csv,Audio File 6.mp3,-0.091991342,-0.126312631,Red,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.005296791,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.415151341,0.415151341,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:07.150000,6.4.csv,Audio File 6.mp3,-0.551612903,0.292064516,Yellow,Audio File 6,147.65625,4.608074361,142.3353041,0.057142857,0.010791594,9.38990461,7.15,7.981418919,7.981418919,11.0469466,5.714285714,5.714285714,5.714285714,0.418377147,0.418377147,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.6204379562075371,0.494962840594749,6.csv
000:00:07.183000,6.3.csv,Audio File 6.mp3,-0.484563448,0.189353856,Yellow,Audio File 6,147.65625,4.608074361,144.995777,0.0,0.021385177,0.0,7.183,0.0,0.0,-284.542564,0.0,0.0,0.0,-0.10271066,0.10271066,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:07.233000,6.18.csv,Audio File 6.mp3,-0.096277485,0.180146586,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.021385177,0.0,7.233,0.0,0.0,0.0,0.0,0.0,0.0,-0.00920727,0.00920727,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:07.917000,6.13.csv,Audio File 6.mp3,-0.071791562,-0.054233551,Red,Audio File 6,147.65625,0.0,147.65625,0.0,0.010593583,0.0,7.917,0.0,0.0,0.0,0.0,0.0,0.0,-0.234380137,0.234380137,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:09.134000,6.16.csv,Audio File 6.mp3,-0.064566714,0.313982614,Yellow,Audio File 6,93.96306818,30.99977298,129.7585227,-0.363636364,0.07963452,-44.11929484,9.134,-53.69318182,53.69318182,-36.25250192,-36.36363636,36.36363636,36.36363636,0.368216165,0.368216165,Large Change (>15%),Decrease in Tempo → Increase in Arousal,0.0,0.0,6.csv
000:00:09.338000,6.6.csv,Audio File 6.mp3,0.329412805,-0.143665673,Blue,Audio File 6,93.96306818,30.99977298,111.8607955,0.0,0.172010563,0.0,9.338,0.0,0.0,216.2710531,0.0,0.0,0.0,-0.457648287,0.457648287,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:09.429000,6.7.csv,Audio File 6.mp3,-0.161290323,0.199274194,Yellow,Audio File 6,93.96306818,0.0,93.96306818,0.0,0.172010563,0.0,9.429,0.0,0.0,0.0,0.0,0.0,0.0,0.342939866,0.342939866,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:10.951000,6.11.csv,Audio File 6.mp3,-0.088153878,0.333781756,Yellow,Audio File 6,139.6748311,26.39169862,109.2003225,0.486486486,0.172936546,30.03400979,10.951,45.7117629,45.7117629,19.73325216,48.64864865,48.64864865,48.64864865,0.134507563,0.134507563,Large Change (>15%),Increase in Tempo → Increase in Arousal,1.0,1.0,6.csv
000:00:10.974000,6.8.csv,Audio File 6.mp3,-0.281703591,0.345526446,Yellow,Audio File 6,139.6748311,26.39169862,124.4375768,0.0,0.151256454,0.0,10.974,0.0,0.0,-1305.826513,0.0,0.0,0.0,0.01174469,0.01174469,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:12.551000,6.16.csv,Audio File 6.mp3,-0.214012082,0.332926393,Yellow,Audio File 6,123.046875,9.600154919,134.1321791,-0.119047619,0.175113903,-10.54404317,12.551,-16.62795608,16.62795608,-6.686140248,-11.9047619,11.9047619,11.9047619,-0.012600053,0.012600053,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.3728710462482917,0.2877098816614905,6.csv
000:00:13.098000,6.3.csv,Audio File 6.mp3,-0.573637611,0.298024335,Yellow,Audio File 6,123.046875,9.600154919,128.589527,0.0,0.119439188,0.0,13.098,0.0,0.0,19.27613011,0.0,0.0,0.0,-0.034902058,0.034902058,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:13.597000,6.4.csv,Audio File 6.mp3,-0.603225806,0.217870968,Yellow,Audio File 6,143.5546875,11.84019107,129.8828125,0.166666667,0.079130093,41.09782064,13.597,20.5078125,20.5078125,82.36036201,16.66666667,16.66666667,16.66666667,-0.080153367,0.080153367,Large Change (>15%),Increase in Tempo → Decrease in Arousal,0.74645174371362,0.6237957610922003,6.csv
000:00:14.149000,6.5.csv,Audio File 6.mp3,0.029032258,0.275935484,Green,Audio File 6,143.5546875,11.84019107,136.71875,0.0,0.084140157,0.0,14.149,0.0,0.0,-74.45257363,0.0,0.0,0.0,0.058064516,0.058064516,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:14.616000,6.16.csv,Audio File 6.mp3,-0.380296365,0.335031257,Yellow,Audio File 6,147.65625,2.368038213,144.921875,0.028571429,0.06470107,8.782789079,14.616,4.1015625,4.1015625,18.80682886,2.857142857,2.857142857,2.857142857,0.059095773,0.059095773,Small Change (0-5%),Increase in Tempo → Increase in Arousal,0.5814071370674165,0.461354252651678,6.csv
000:00:17.383000,6.4.csv,Audio File 6.mp3,-0.64516129,0.298516129,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,-0.027777778,0.039760915,-1.482313878,17.383,-4.1015625,4.1015625,-3.70983121,-2.777777778,2.777777778,2.777777778,-0.036515128,0.036515128,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.4988848337443148,0.3950706486485958,6.csv
000:00:17.748000,6.7.csv,Audio File 6.mp3,-0.416129032,0.283145161,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,0.0,0.016340102,0.0,17.748,0.0,0.0,4.061133912,0.0,0.0,0.0,-0.015370968,0.015370968,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:17.991000,6.7.csv,Audio File 6.mp3,-0.416129032,0.286370968,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.010893401,0.0,17.991,0.0,0.0,0.0,0.0,0.0,0.0,0.003225806,0.003225806,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:18.052000,6.11.csv,Audio File 6.mp3,-0.191636053,0.413980442,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.005446701,0.0,18.052,0.0,0.0,0.0,0.0,0.0,0.0,0.127609474,0.127609474,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:18.382000,6.3.csv,Audio File 6.mp3,-0.657367324,0.335435484,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,18.382,0.0,0.0,0.0,0.0,0.0,0.0,-0.078544958,0.078544958,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:18.967000,6.4.csv,Audio File 6.mp3,-0.664516129,0.314645161,Yellow,Audio File 6,120.1853198,13.49231075,135.7648983,-0.162790698,0.033126655,-39.94763715,18.967,-23.36936773,23.36936773,-68.28655923,-16.27906977,16.27906977,16.27906977,-0.020790322,0.020790322,Large Change (>15%),Decrease in Tempo → Decrease in Arousal,0.305053377127415,0.2362548729002808,6.csv
000:00:19.086000,6.12.csv,Audio File 6.mp3,-0.080473098,0.275046382,Yellow,Audio File 6,120.1853198,13.49231075,127.975109,0.0,0.068269715,0.0,19.086,0.0,0.0,335.6944298,0.0,0.0,0.0,-0.039598779,0.039598779,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:19.559000,6.4.csv,Audio File 6.mp3,-0.706451613,0.340451613,Yellow,Audio File 6,143.5546875,13.49231075,127.975109,0.194444444,0.103412775,49.40669711,19.559,23.36936773,23.36936773,104.4539051,19.44444444,19.44444444,19.44444444,0.065405231,0.065405231,Large Change (>15%),Increase in Tempo → Increase in Arousal,0.7752385936843162,0.6564707770581075,6.csv
000:00:20.500000,6.9.csv,Audio File 6.mp3,-0.188700189,0.283087283,Yellow,Audio File 6,143.5546875,13.49231075,135.7648983,0.0,0.103412775,0.0,20.5,0.0,0.0,-52.50446026,0.0,0.0,0.0,-0.05736433,0.05736433,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:22.529000,6.4.csv,Audio File 6.mp3,-0.735483871,0.375935484,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.068269715,0.0,22.529,0.0,0.0,0.0,0.0,0.0,0.0,0.092848201,0.092848201,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:23.043000,6.5.csv,Audio File 6.mp3,-0.067741935,0.404967742,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.033126655,0.0,23.043,0.0,0.0,0.0,0.0,0.0,0.0,0.029032258,0.029032258,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:23.384000,6.2.csv,Audio File 6.mp3,-0.501067966,0.449750808,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,23.384,0.0,0.0,0.0,0.0,0.0,0.0,0.044783066,0.044783066,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:24.301000,6.4.csv,Audio File 6.mp3,-0.706451613,0.408193548,Yellow,Audio File 6,112.3471467,18.01768206,133.1521739,-0.217391304,0.04510549,-34.03221457,24.301,-31.20754076,31.20754076,-37.11255678,-21.73913043,21.73913043,21.73913043,-0.041557259,0.041557259,Large Change (>15%),Decrease in Tempo → Decrease in Arousal,0.2262024401636828,0.1720281477939302,6.csv
000:00:24.984000,6.16.csv,Audio File 6.mp3,-0.472910396,0.404491781,Yellow,Audio File 6,112.3471467,18.01768206,122.7496603,0.0,0.094033479,0.0,24.984,0.0,0.0,49.82754695,0.0,0.0,0.0,-0.003701768,0.003701768,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:25.170000,6.16.csv,Audio File 6.mp3,-0.472910396,0.404491781,Yellow,Audio File 6,112.3471467,0.0,112.3471467,0.0,0.094033479,0.0,25.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:25.396000,6.4.csv,Audio File 6.mp3,-0.670967742,0.463032258,Yellow,Audio File 6,112.3471467,0.0,112.3471467,0.0,0.048927989,0.0,25.396,0.0,0.0,0.0,0.0,0.0,0.0,0.058540478,0.058540478,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:26.523000,6.7.csv,Audio File 6.mp3,-0.538709677,0.4025,Yellow,Audio File 6,147.65625,20.38572027,124.1168478,0.314285714,0.054748732,31.33017148,26.523,35.30910326,35.30910326,27.79961977,31.42857143,31.42857143,31.42857143,-0.060532258,0.060532258,Large Change (>15%),Increase in Tempo → Decrease in Arousal,0.8953506823095994,0.797440132117677,6.csv
000:00:26.597000,6.3.csv,Audio File 6.mp3,-0.726845171,0.404913331,Yellow,Audio File 6,147.65625,20.38572027,135.8865489,0.0,0.104755449,0.0,26.597,0.0,0.0,-423.3806957,0.0,0.0,0.0,0.002413331,0.002413331,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:27.159000,6.17.csv,Audio File 6.mp3,-0.106992842,0.310873945,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.104755449,0.0,27.159,0.0,0.0,0.0,0.0,0.0,0.0,-0.094039386,0.094039386,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:27.232000,6.18.csv,Audio File 6.mp3,-0.109135914,0.343020016,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.050006716,0.0,27.232,0.0,0.0,0.0,0.0,0.0,0.0,0.032146072,0.032146072,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:27.402000,6.11.csv,Audio File 6.mp3,-0.315814663,0.468308584,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.0,0.0,27.402,0.0,0.0,0.0,0.0,0.0,0.0,0.125288568,0.125288568,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:27.450000,6.1.csv,Audio File 6.mp3,-0.329845975,0.400627724,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.0,0.0,27.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.067680859,0.067680859,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:27.500000,6.15.csv,Audio File 6.mp3,-0.066798248,0.403330661,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.002702936,0.002702936,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:27.630000,6.19.csv,Audio File 6.mp3,-0.03475869,0.455913978,Yellow,Audio File 6,143.5546875,2.368038213,146.2890625,-0.027777778,0.005395797,-31.55048077,27.63,-4.1015625,4.1015625,-242.6960059,-2.777777778,2.777777778,2.777777778,0.052583318,0.052583318,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.4988848337443148,0.3950706486485958,6.csv
000:00:27.766000,6.4.csv,Audio File 6.mp3,-0.683870968,0.537225806,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,0.0,0.010842498,0.0,27.766,0.0,0.0,231.9888292,0.0,0.0,0.0,0.081311828,0.081311828,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:27.858000,6.10.csv,Audio File 6.mp3,-0.184491434,0.418137418,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.010842498,0.0,27.858,0.0,0.0,0.0,0.0,0.0,0.0,-0.119088388,0.119088388,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:28.014000,6.10.csv,Audio File 6.mp3,-0.184491434,0.418137418,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.005446701,0.0,28.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:29.107000,6.14.csv,Audio File 6.mp3,-0.13313783,0.423765396,Yellow,Audio File 6,135.9991776,4.362175656,141.0361842,-0.052631579,0.010309826,-6.912634829,29.107,-7.555509868,7.555509868,-6.324460045,-5.263157895,5.263157895,5.263157895,0.005627978,0.005627978,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal,0.4641386007704024,0.3658351079651799,6.csv
000:00:29.122000,6.20.csv,Audio File 6.mp3,-0.03180493,0.309833024,Yellow,Audio File 6,135.9991776,4.362175656,138.5176809,0.0,0.020807104,0.0,29.122,0.0,0.0,460.842322,0.0,0.0,0.0,-0.113932372,0.113932372,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:30.306000,6.6.csv,Audio File 6.mp3,-0.067272222,0.20248623,Yellow,Audio File 6,143.5546875,4.362175656,138.5176809,0.055555556,0.031304381,6.381342794,30.306,7.555509868,7.555509868,5.38964763,5.555555556,5.555555556,5.555555556,-0.107346794,0.107346794,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal,0.6161533700413289,0.4930956968286294,6.csv
000:00:30.566000,6.20.csv,Audio File 6.mp3,-0.262390671,0.381394116,Yellow,Audio File 6,143.5546875,4.362175656,141.0361842,0.0,0.031304381,0.0,30.566,0.0,0.0,-24.54362613,0.0,0.0,0.0,0.178907886,0.178907886,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:33.444000,6.4.csv,Audio File 6.mp3,-0.735483871,0.501741935,Yellow,Audio File 6,139.6748311,2.240036148,142.261402,-0.027027027,0.026055743,-1.348108554,33.444,-3.879856419,3.879856419,-0.468418539,-2.702702703,2.702702703,2.702702703,0.120347819,0.120347819,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.5011151662657451,0.3959537571898045,6.csv
000:00:34.600000,6.12.csv,Audio File 6.mp3,-0.082792208,0.404916512,Yellow,Audio File 6,107.6660156,19.69608388,130.2985114,-0.229166667,0.065945543,-27.68928673,34.6,-32.00881546,32.00881546,-22.78648631,-22.91666667,22.91666667,22.91666667,-0.096825423,0.096825423,Large Change (>15%),Decrease in Tempo → Decrease in Arousal,0.2181417274671767,0.15817678219587,6.csv
000:00:34.984000,6.13.csv,Audio File 6.mp3,-0.128256836,0.195826947,Yellow,Audio File 6,107.6660156,18.48029822,118.3356208,0.0,0.107691889,0.0,34.984,0.0,0.0,72.10751752,0.0,0.0,0.0,-0.209089565,0.209089565,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:35.198000,6.9.csv,Audio File 6.mp3,-0.27010027,0.408887409,Yellow,Audio File 6,107.6660156,0.0,107.6660156,0.0,0.10244325,0.0,35.198,0.0,0.0,0.0,0.0,0.0,0.0,0.213060462,0.213060462,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
000:00:35.491000,6.4.csv,Audio File 6.mp3,-0.793548387,0.540451613,Yellow,Audio File 6,107.6660156,0.0,107.6660156,0.0,0.052056172,0.0,35.491,0.0,0.0,0.0,0.0,0.0,0.0,0.131564204,0.131564204,Small Change (0-5%),No Change,0.5401459854058657,0.427745664708607,6.csv
