Duration (hh:mm:ss.ms),Song,Valence,Arousal,Quadrant Color
0:00:02.104000,Audio File 6.mp3,-0.03382573601697114,0.16821027577999703,Yellow
0:00:10.951000,Audio File 6.mp3,-0.08815387799451546,0.33378175609251315,Yellow
0:00:18.052000,Audio File 6.mp3,-0.19163605318983823,0.41398044186888816,Yellow
0:00:27.402000,Audio File 6.mp3,-0.31581466342422515,0.4683085838464327,Yellow
0:00:51.818000,Audio File 6.mp3,-0.3080535002845761,0.52522378020386,Yellow
0:00:59.299000,Audio File 6.mp3,-0.504669633155689,0.6157706834997674,Yellow
0:00:59.933000,Audio File 6.mp3,-0.6366094065297254,0.6183577378796503,Yellow
0:01:47.133000,Audio File 6.mp3,-0.6366094065297254,0.7321881305945053,Yellow
0:01:48.198000,Audio File 6.mp3,-0.504669633155689,0.8460185233093602,Yellow
0:02:10.867000,Audio File 6.mp3,-0.385665131681068,0.8667149583484246,Yellow
