Duration (hh:mm:ss.ms),Song,Valence,Arousal,Quadrant Color
0:00:06.300000,Audio File 6.mp3,-0.09199134199134207,-0.1263126312631262,Red
0:00:07.233000,Audio File 6.mp3,-0.09627748489134635,0.18014658608718026,Yellow
0:00:27.232000,Audio File 6.mp3,-0.10913591359135921,0.34302001628734313,Yellow
0:00:51.002000,Audio File 6.mp3,-0.11556512794136564,0.4651750889374653,Yellow
0:00:53.483000,Audio File 6.mp3,-0.3062984869915564,0.5444687325875446,Yellow
0:00:58.183000,Audio File 6.mp3,-0.4756011315417257,0.5744717328875746,Yellow
0:01:13.090000,Audio File 6.mp3,-0.47988727444172996,0.7244867343877246,Yellow
0:01:13.264000,Audio File 6.mp3,-0.47988727444172996,0.7244867343877246,Yellow
0:01:25.033000,Audio File 6.mp3,-0.49917491749174925,0.8187818781878189,Yellow
0:01:47.517000,Audio File 6.mp3,-0.6534760618919035,0.8873601645878875,Yellow
0:02:06.451000,Audio File 6.mp3,-0.6684775620419185,0.43302901718743314,Yellow
0:02:28.151000,Audio File 6.mp3,-0.6813359907419314,0.8230680210878232,Yellow
