Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:01.370000,3.17.csv,Audio File 3.mp3,-0.058441558,0.211038961,Yellow,Audio File 3,123.046875,0.0,0.0,0.0,0.0,0.0,1.37,-10.88169643,10.88169643,,0.0,0,0,-0.032467532,0.032467532,Small Change (0-5%),No Change,0.4085159107220193,0.3569230768977079
000:00:01.510000,3.18.csv,Audio File 3.mp3,-0.090909091,0.275974026,Yellow,Audio File 3,135.9991776,7.478015411,127.3643092,0.105263158,0.0,92.51644737,1.51,12.95230263,12.95230263,660.8317669,10.52631579,10.52631579,10.52631579,0.064935065,0.064935065,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.5816572955857084,0.4602429149625424
000:00:01.632000,3.8.csv,Audio File 3.mp3,-0.066514416,0.249119802,Yellow,Audio File 3,135.9991776,7.478015411,131.6817434,0.0,0.0,0.0,1.632,0.0,0,-758.3315358,0.0,0,0,-0.026854224,0.026854224,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:01.650000,3.16.csv,Audio File 3.mp3,-0.12403327,0.197820906,Yellow,Audio File 3,135.9991776,0.0,135.9991776,0.0,0.038500713,0.0,1.65,0.0,0,0,0.0,0,0,-0.051298896,0.051298896,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:01.669000,3.12.csv,Audio File 3.mp3,-0.073690355,0.163772557,Yellow,Audio File 3,135.9991776,0.0,135.9991776,0.0,0.018929517,0.0,1.669,0.0,0,0,0.0,0,0,-0.034048349,0.034048349,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:01.720000,3.15.csv,Audio File 3.mp3,-0.078189065,0.281881114,Yellow,Audio File 3,135.9991776,0.0,135.9991776,0.0,0.0,0.0,1.72,0.0,0,0,0.0,0,0,0.118108557,0.118108557,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:01.721000,3.14.csv,Audio File 3.mp3,-0.035714286,0.269480519,Yellow,Audio File 3,135.9991776,0.0,135.9991776,0.0,0.0,0.0,1.721,0.0,0,0,0.0,0,0,-0.012400595,0.012400595,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:01.848000,3.7.csv,Audio File 3.mp3,0.144028903,0.291280148,Green,Audio File 3,135.9991776,0.0,135.9991776,0.0,0.0,0.0,1.848,0.0,0,0,0.0,0,0,0.021799629,0.021799629,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:02.070000,3.1.csv,Audio File 3.mp3,-0.022224452,0.247529223,Yellow,Audio File 3,135.9991776,0.0,135.9991776,0.0,0.0,0.0,2.07,0.0,0,0,0.0,0,0,-0.043750926,0.043750926,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:02.084000,3.13.csv,Audio File 3.mp3,-0.026504108,0.36019083,Yellow,Audio File 3,135.9991776,0.0,135.9991776,0.0,0.0,0.0,2.084,0.0,0,0,0.0,0,0,0.112661607,0.112661607,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:02.478000,3.17.csv,Audio File 3.mp3,-0.090909091,0.483766234,Yellow,Audio File 3,135.9991776,0.0,135.9991776,0.0,0.0,0.0,2.478,0.0,0,0,0.0,0,0,0.123575404,0.123575404,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:02.685000,3.6.csv,Audio File 3.mp3,-0.027831572,0.192486029,Yellow,Audio File 3,132.5120192,2.013311841,134.8367915,-0.025641026,0.004977157,-16.84617585,2.685,-3.487158401,3.487158401,-81.38249203,-2.564102564,2.564102564,2.564102564,-0.291280205,0.291280205,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.46223331465181017,0.33175542403802616
000:00:02.685000,3.2.csv,Audio File 3.mp3,-0.027831572,0.192486029,Yellow,Audio File 3,132.5120192,2.013311841,133.6744054,0.0,0.009997595,0.0,2.685,0.0,0,,0.0,0,0,0,0,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:02.688000,3.3.csv,Audio File 3.mp3,-0.019758941,0.194410016,Yellow,Audio File 3,132.5120192,0.0,132.5120192,0.0,0.009997595,0.0,2.688,0.0,0,,0.0,0,0,0.001923987,0.001923987,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:03.059000,3.11.csv,Audio File 3.mp3,0.007216431,-0.129575032,Blue,Audio File 3,132.5120192,0.0,132.5120192,0.0,0.005020437,0.0,3.059,0.0,0,0,0.0,0,0,-0.323985048,0.323985048,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:03.233000,3.9.csv,Audio File 3.mp3,-0.091991342,-0.196063196,Red,Audio File 3,132.5120192,0.0,132.5120192,0.0,0.0,0.0,3.233,0.0,0,0,0.0,0,0,-0.066488164,0.066488164,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:03.574000,3.17.csv,Audio File 3.mp3,-0.113636364,0.681818182,Yellow,Audio File 3,132.5120192,0.0,132.5120192,0.0,0.0,0.0,3.574,0.0,0,0,0.0,0,0,0.877881378,0.877881378,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:03.586000,3.5.csv,Audio File 3.mp3,0.019354839,-0.004709677,Blue,Audio File 3,132.5120192,0.0,132.5120192,0.0,0.0,0.0,3.586,0.0,0,0,0.0,0,0,-0.686527859,0.686527859,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:04.213000,3.4.csv,Audio File 3.mp3,0.233941734,0.063882064,Green,Audio File 3,132.5120192,0.0,132.5120192,0.0,0.0,0.0,4.213,0.0,0,0,0.0,0,0,0.068591741,0.068591741,Small Change (0-5%),No Change,0.48756567424737135,0.3569230768977079
000:00:04.213000,5.3.csv,Audio File 3.mp3,0.233941734,0.063882064,Green,Audio File 5,119.6808511,0.0,119.6808511,0.0,0.0,0.0,4.213,-12.83116817,12.83116817,,-9.683022145,9.683022145,9.683022145,0,0,Moderate Change (5-15%),No Change,0.3943540306293621,0.26188049030249744
