Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:01.211000,12.17.csv,Audio File 12.mp3,0.336887496,-0.763538666,Blue,Audio File 12,137.195122,0.0,0.0,0.0,0.0,0.0,1.211,3.266550523,3.266550523,,0.0,0,0,0.024547736,0.024547736,Small Change (0-5%),No Change,0.49967934795629876,0.3629343629259552
000:00:01.443000,12.19.csv,Audio File 12.mp3,0.262798635,-0.764571177,Blue,Audio File 12,137.195122,0.0,137.195122,0.0,0.0,0.0,1.443,0.0,0,0,0.0,0,0,-0.001032511,0.001032511,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:01.521000,12.4.csv,Audio File 12.mp3,-0.012903226,0.011419355,Yellow,Audio File 12,144.2307692,4.062032851,139.5403377,0.051282051,0.0,90.20060615,1.521,7.03564728,7.03564728,1156.418028,5.128205128,5.128205128,5.128205128,0.775990532,0.775990532,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.5266141211207627,0.4094644094530626
000:00:01.919000,12.10.csv,Audio File 12.mp3,0.321044547,-0.743230195,Blue,Audio File 12,144.2307692,4.062032851,141.8855535,0.0,0.019246346,0.0,1.919,0.0,0,-226.6346888,0.0,0,0,-0.75464955,0.75464955,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:01.981000,12.6.csv,Audio File 12.mp3,0.264655286,-0.504981191,Blue,Audio File 12,144.2307692,0.0,144.2307692,0.0,0.019246346,0.0,1.981,0.0,0,0,0.0,0,0,0.238249005,0.238249005,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:01.999000,12.9.csv,Audio File 12.mp3,0.214053803,-0.754638219,Blue,Audio File 12,144.2307692,0.0,144.2307692,0.0,0.00954298,0.0,1.999,0.0,0,0,0.0,0,0,-0.249657028,0.249657028,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:02.171000,12.1.csv,Audio File 12.mp3,0.236734265,-0.56366502,Blue,Audio File 12,144.2307692,0.0,144.2307692,0.0,0.0,0.0,2.171,0.0,0,0,0.0,0,0,0.190973198,0.190973198,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:02.468000,12.13.csv,Audio File 12.mp3,0.224393531,-0.751531487,Blue,Audio File 12,144.2307692,0.0,144.2307692,0.0,0.0,0.0,2.468,0.0,0,0,0.0,0,0,-0.187866467,0.187866467,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:02.615000,12.2.csv,Audio File 12.mp3,0.273032638,-0.723482603,Blue,Audio File 12,140.625,2.081791836,143.0288462,-0.025,0.004851683,-24.52904239,2.615,-3.605769231,3.605769231,-166.8642339,-2.5,2.5,2.5,0.028048884,0.028048884,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.4505682782168773,0.340250965243083
000:00:02.706000,12.3.csv,Audio File 12.mp3,0.315322538,-0.541054282,Blue,Audio File 12,140.625,2.081791836,141.8269231,0.0,0.009744482,0.0,2.706,0.0,0,269.5499163,0.0,0,0,0.182428321,0.182428321,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:02.788000,12.5.csv,Audio File 12.mp3,0.319354839,-0.527290323,Blue,Audio File 12,140.625,0.0,140.625,0.0,0.009744482,0.0,2.788,0.0,0,0,0.0,0,0,0.013763959,0.013763959,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:03.017000,12.8.csv,Audio File 12.mp3,0.303892536,-0.639931497,Blue,Audio File 12,140.625,0.0,140.625,0.0,0.004892799,0.0,3.017,0.0,0,0,0.0,0,0,-0.112641174,0.112641174,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:03.100000,12.18.csv,Audio File 12.mp3,0.327848843,-0.758422029,Blue,Audio File 12,140.625,0.0,140.625,0.0,0.0,0.0,3.1,0.0,0,0,0.0,0,0,-0.118490532,0.118490532,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:03.619000,12.12.csv,Audio File 12.mp3,0.460365091,-0.604351088,Blue,Audio File 12,137.195122,1.980241015,139.4817073,-0.024390244,0.004732379,-6.608628225,3.619,-3.429878049,3.429878049,-12.73338772,-2.43902439,2.43902439,2.43902439,0.154070941,0.154070941,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.45182523429793325,0.3408042188473173
000:00:04.017000,12.11.csv,Audio File 12.mp3,0.284840767,-0.738449557,Blue,Audio File 12,137.195122,1.980241015,138.3384146,0.0,0.009503869,0.0,4.017,0.0,0,16.60459353,0.0,0,0,-0.134098469,0.134098469,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:04.275000,12.15.csv,Audio File 12.mp3,0.340909091,-0.720779221,Blue,Audio File 12,137.195122,0.0,137.195122,0.0,0.009503869,0.0,4.275,0.0,0,0,0.0,0,0,0.017670336,0.017670336,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:04.379000,12.15.csv,Audio File 12.mp3,0.340909091,-0.720779221,Blue,Audio File 12,137.195122,0.0,137.195122,0.0,0.00477149,0.0,4.379,0.0,0,0,0.0,0,0,0,0,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:04.460000,12.16.csv,Audio File 12.mp3,0.37987013,-0.714285714,Blue,Audio File 12,137.195122,0.0,137.195122,0.0,0.0,0.0,4.46,0.0,0,0,0.0,0,0,0.006493506,0.006493506,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:05.513000,12.4.csv,Audio File 12.mp3,0.348387097,-0.636967742,Blue,Audio File 12,133.9285714,1.885943824,136.1062718,-0.023809524,0.004618802,-3.102137248,5.513,-3.266550523,3.266550523,-2.945999286,-2.380952381,2.380952381,2.380952381,0.077317972,0.077317972,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.45299240780075,0.3413311270370734
000:00:08.152000,12.4.csv,Audio File 12.mp3,0.54516129,-0.624064516,Blue,Audio File 12,130.8139535,3.190885671,133.9792156,-0.023255814,0.01255756,-1.180226578,8.152,-3.11461794,3.11461794,0.728272327,-2.325581395,2.325581395,2.325581395,0.012903226,0.012903226,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.4540781505988875,0.34183352787528576
000:00:09.567000,12.14.csv,Audio File 12.mp3,0.293685756,-0.650666514,Blue,Audio File 12,144.2307692,7.02195449,136.3244314,0.102564103,0.029727274,9.481848581,9.567,13.41681574,13.41681574,7.535035448,10.25641026,10.25641026,10.25641026,-0.026601998,0.026601998,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal,0.5722153184567352,0.4559944560164635
000:00:11.234000,12.4.csv,Audio File 12.mp3,0.706451613,-0.630516129,Blue,Audio File 12,137.195122,6.711067827,137.4132816,-0.048780488,0.041387994,-4.220544259,11.234,-7.03564728,7.03564728,-8.219791746,-4.87804878,4.87804878,4.87804878,0.020150385,0.020150385,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.42605763463628615,0.31867407476867937
000:00:15.309000,12.20.csv,Audio File 12.mp3,0.262798635,-0.54437961,Blue,Audio File 12,119.6808511,12.64218137,133.7022474,-0.127659574,0.064967483,-4.297980586,15.309,-17.51427089,17.51427089,-0.01900278,-12.76595745,12.76595745,12.76595745,0.086136519,0.086136519,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal,0.35117514469039435,0.24710424706956516
000:00:15.897000,12.2.csv,Audio File 12.mp3,0.025147743,-0.473801441,Blue,Audio File 12,127.8409091,8.763917788,128.2389607,0.068181818,0.070577944,13.87764971,15.897,8.160058027,8.160058027,30.91093587,6.818181818,6.818181818,6.818181818,0.07057817,0.07057817,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.5346494012864638,0.42479817478668425
000:00:16.419000,12.4.csv,Audio File 12.mp3,0.503225806,-0.743419355,Blue,Audio File 12,127.8409091,4.711211699,125.1208897,0.0,0.066849515,0.0,16.419,0.0,0,-26.58553584,0.0,0,0,-0.269617914,0.269617914,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:16.731000,12.11.csv,Audio File 12.mp3,-0.228746132,-0.704771727,Red,Audio File 12,133.9285714,3.514713489,129.8701299,0.047619048,0.044352365,19.51173826,16.731,6.087662338,6.087662338,62.53762263,4.761904762,4.761904762,4.761904762,0.038647627,0.038647627,Small Change (0-5%),Increase in Tempo → Increase in Arousal,0.5198396175666483,0.40614083470371876
000:00:17.817000,12.13.csv,Audio File 12.mp3,-0.15051458,-0.741729968,Red,Audio File 12,130.8139535,3.044105524,130.8611447,-0.023255814,0.029326225,-2.867972321,17.817,-3.11461794,3.11461794,-20.60746831,-2.325581395,2.325581395,2.325581395,-0.036958241,0.036958241,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.4540781505988875,0.34183352787528576
000:00:17.885000,12.6.csv,Audio File 12.mp3,-0.105862115,-0.51632356,Red,Audio File 12,130.8139535,1.798225506,131.8521595,0.0,0.021321198,0.0,17.885,0.0,0,42.17606354,0.0,0,0,0.225406408,0.225406408,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:18.028000,12.4.csv,Audio File 12.mp3,-0.196774194,-0.730516129,Red,Audio File 12,130.8139535,0.0,130.8139535,0.0,0.0123001,0.0,18.028,0.0,0,0,0.0,0,0,-0.214192569,0.214192569,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:18.150000,12.11.csv,Audio File 12.mp3,-0.199278032,-0.595318782,Red,Audio File 12,130.8139535,0.0,130.8139535,0.0,0.004546065,0.0,18.15,0.0,0,0,0.0,0,0,0.135197347,0.135197347,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:18.342000,12.16.csv,Audio File 12.mp3,-0.097402597,-0.733766234,Red,Audio File 12,130.8139535,0.0,130.8139535,0.0,0.0,0.0,18.342,0.0,0,0,0.0,0,0,-0.138447452,0.138447452,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:18.465000,12.16.csv,Audio File 12.mp3,-0.097402597,-0.733766234,Red,Audio File 12,130.8139535,0.0,130.8139535,0.0,0.0,0.0,18.465,0.0,0,0,0.0,0,0,0,0,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:18.667000,12.13.csv,Audio File 12.mp3,-0.179919137,-0.567753002,Red,Audio File 12,133.9285714,1.798225506,131.8521595,0.023809524,0.004546065,15.41890069,18.667,3.11461794,3.11461794,76.33119155,2.380952381,2.380952381,2.380952381,0.166013232,0.166013232,Small Change (0-5%),Increase in Tempo → Increase in Arousal,0.49859360515816126,0.384537598814837
000:00:19.217000,12.13.csv,Audio File 12.mp3,-0.314690027,-0.403577555,Red,Audio File 12,133.9285714,1.798225506,132.8903654,0.0,0.009056614,0.0,19.217,0.0,0,-28.0343649,0.0,0,0,0.164175447,0.164175447,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:19.606000,12.3.csv,Audio File 12.mp3,0.489907897,-0.468013468,Blue,Audio File 12,144.2307692,5.947976674,137.3626374,0.076923077,0.023490371,26.48379898,19.606,10.3021978,10.3021978,68.08174544,7.692307692,7.692307692,7.692307692,-0.064435913,0.064435913,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal,0.5499575911770984,0.43272943271661635
000:00:20.551000,12.4.csv,Audio File 12.mp3,-0.351612903,-0.778903226,Red,Audio File 12,127.8409091,8.284749319,135.3334166,-0.113636364,0.03935008,-17.34376734,20.551,-16.38986014,16.38986014,-46.37837706,-11.36363636,11.36363636,11.36363636,-0.310889758,0.310889758,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.3592104248775341,0.25982800985498467
000:00:21.085000,12.5.csv,Audio File 12.mp3,-0.083870968,-0.378903226,Red,Audio File 12,127.8409091,9.462690164,133.3041958,0.0,0.058501427,0.0,21.085,0.0,0,32.47896506,0.0,0,0,0.4,0.4,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:24.058000,12.17.csv,Audio File 12.mp3,0.346994121,-0.473815419,Blue,Audio File 12,108.1730769,11.3552282,121.284965,-0.153846154,0.075275793,-6.615483407,24.058,-19.66783217,19.66783217,-2.225187826,-15.38461538,15.38461538,15.38461538,-0.094912194,0.094912194,Large Change (>15%),Decrease in Tempo → Decrease in Arousal,0.3357853342630436,0.2233442233809264
000:00:27.099000,12.2.csv,Audio File 12.mp3,0.086220833,-0.272619497,Blue,Audio File 12,130.8139535,12.30360318,122.2759798,0.209302326,0.088410548,7.445207683,27.099,22.64087657,22.64087657,4.623706376,20.93023256,20.93023256,20.93023256,0.201195923,0.201195923,Large Change (>15%),Increase in Tempo → Increase in Arousal,0.6381324339167845,0.5528418784273473
000:00:27.286000,12.15.csv,Audio File 12.mp3,0.350649351,-0.474025974,Blue,Audio File 12,130.8139535,13.07171618,123.2669946,0.0,0.100096627,0.0,27.286,0.0,0,-39.81394483,0.0,0,0,-0.201406477,0.201406477,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
000:00:27.585000,12.9.csv,Audio File 12.mp3,0.267393321,-0.49025974,Blue,Audio File 12,130.8139535,0.0,130.8139535,0.0,0.068888505,0.0,27.585,0.0,0,0,0.0,0,0,-0.016233766,0.016233766,Small Change (0-5%),No Change,0.4763358778785244,0.3629343629259552
