Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:00.933000,8.16.csv,Audio File 8.mp3,0.343433779,-0.79331358,Blue,Audio File 8,135.9991776,0.0,0.0,0.0,0.0,0.0,0.933,8.158268541,8.158268541,,0.0,0,0,0.024868238,0.024868238,Small Change (0-5%),No Change,0.47900982981649065,0.2687385740156546
000:00:01.182000,8.6.csv,Audio File 8.mp3,0.309199555,-0.84102279,Blue,Audio File 8,135.9991776,0.0,135.9991776,0.0,0.0,0.0,1.182,0.0,0,0,0.0,0,0,-0.047709211,0.047709211,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:01.214000,8.13.csv,Audio File 8.mp3,0.223040161,-0.749946423,Blue,Audio File 8,135.9991776,0.0,135.9991776,0.0,0.0,0.0,1.214,0.0,0,0,0.0,0,0,0.091076367,0.091076367,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:01.250000,8.14.csv,Audio File 8.mp3,0.246446949,-0.771134526,Blue,Audio File 8,135.9991776,0.0,135.9991776,0.0,0.0,0.0,1.25,0.0,0,0,0.0,0,0,-0.021188103,0.021188103,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:01.288000,8.5.csv,Audio File 8.mp3,0.325806452,-0.753096774,Blue,Audio File 8,135.9991776,0.0,135.9991776,0.0,0.0,0.0,1.288,0.0,0,0,0.0,0,0,0.018037752,0.018037752,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:01.398000,8.9.csv,Audio File 8.mp3,0.292809043,-0.688163688,Blue,Audio File 8,135.9991776,0.0,135.9991776,0.0,0.0,0.0,1.398,0.0,0,0,0.0,0,0,0.064933086,0.064933086,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:01.498000,8.17.csv,Audio File 8.mp3,0.288961039,-0.678571429,Blue,Audio File 8,135.9991776,0.0,135.9991776,0.0,0.0,0.0,1.498,0.0,0,0,0.0,0,0,0.00959226,0.00959226,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:01.561000,8.7.csv,Audio File 8.mp3,0.280645161,-0.781370968,Blue,Audio File 8,117.4538352,10.70715843,129.8173968,-0.136363636,0.02749287,-294.3705144,1.561,-18.5453424,18.5453424,-4672.547847,-13.63636364,13.63636364,13.63636364,-0.102799539,0.102799539,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.32490662596961206,0.18148579022107075
000:00:01.639000,8.15.csv,Audio File 8.mp3,0.412337662,-0.75,Blue,Audio File 8,117.4538352,10.70715843,123.635616,0.0,0.056360383,0.0,1.639,0.0,0,3773.980953,0.0,0,0,0.031370968,0.031370968,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:01.737000,8.1.csv,Audio File 8.mp3,0.244405696,-0.620005812,Blue,Audio File 8,117.4538352,0.0,117.4538352,0.0,0.056360383,0.0,1.737,0.0,0,0,0.0,0,0,0.129994188,0.129994188,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:01.917000,8.8.csv,Audio File 8.mp3,0.27714433,-0.68577322,Blue,Audio File 8,117.4538352,0.0,117.4538352,0.0,0.028867513,0.0,1.917,0.0,0,0,0.0,0,0,-0.065767407,0.065767407,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:02.032000,8.3.csv,Audio File 8.mp3,0.304633638,-0.599843229,Blue,Audio File 8,117.4538352,0.0,117.4538352,0.0,0.0,0.0,2.032,0.0,0,0,0.0,0,0,0.08592999,0.08592999,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:02.084000,8.10.csv,Audio File 8.mp3,0.274033735,-0.752781083,Blue,Audio File 8,117.4538352,0.0,117.4538352,0.0,0.0,0.0,2.084,0.0,0,0,0.0,0,0,-0.152937854,0.152937854,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:02.546000,8.4.csv,Audio File 8.mp3,0.009677419,-0.053096774,Blue,Audio File 8,120.1853198,1.577023335,118.3643301,0.023255814,0.004441156,5.9123042,2.546,2.73148454,2.73148454,12.79719524,2.325581395,2.325581395,2.325581395,0.699684309,0.699684309,Small Change (0-5%),Increase in Tempo → Increase in Arousal,0.4476925370733181,0.28361889372636023
000:00:03.035000,8.2.csv,Audio File 8.mp3,0.285393505,-0.665315735,Blue,Audio File 8,120.1853198,1.577023335,119.2748249,0.0,0.00884841,0.0,3.035,0.0,0,-12.09060163,0.0,0,0,-0.612218961,0.612218961,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:03.552000,8.19.csv,Audio File 8.mp3,0.363636364,-0.775974026,Blue,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.00884841,0.0,3.552,0.0,0,0,0.0,0,0,-0.110658291,0.110658291,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:03.985000,8.12.csv,Audio File 8.mp3,0.315328832,-0.806901725,Blue,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.004407254,0.0,3.985,0.0,0,0,0.0,0,0,-0.030927699,0.030927699,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:04.027000,8.4.csv,Audio File 8.mp3,0.264516129,-0.659548387,Blue,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.0,0.0,4.027,0.0,0,0,0.0,0,0,0.147353338,0.147353338,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:05.955000,8.11.csv,Audio File 8.mp3,0.351229416,-0.78914956,Blue,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.0,0.0,5.955,0.0,0,0,0.0,0,0,-0.129601173,0.129601173,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:06.108000,8.11.csv,Audio File 8.mp3,0.351229416,-0.78914956,Blue,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.0,0.0,6.108,0.0,0,0,0.0,0,0,0,0,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:06.201000,8.4.csv,Audio File 8.mp3,0.306451613,-0.51116129,Blue,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.0,0.0,6.201,0.0,0,0,0.0,0,0,0.27798827,0.27798827,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:09.174000,8.4.csv,Audio File 8.mp3,0.251612903,-0.298258065,Blue,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.0,0.0,9.174,0.0,0,0,0.0,0,0,0.212903226,0.212903226,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:12.155000,8.1.csv,Audio File 8.mp3,0.360650974,-0.585132229,Blue,Audio File 8,135.9991776,9.130135095,125.4566057,0.131578947,0.024258415,5.304883551,12.155,15.81385786,15.81385786,1.779565096,13.15789474,13.15789474,13.15789474,-0.286874164,0.286874164,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal,0.523189279704389,0.35292985662221843
000:00:16.954000,8.4.csv,Audio File 8.mp3,0.264516129,-0.159548387,Blue,Audio File 8,129.1992188,7.932716183,128.4612387,-0.05,0.044842357,-1.416953299,16.954,-6.799958882,6.799958882,-1.400674484,-5.0,5,5,0.425583842,0.425583842,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal,0.39268776742397227,0.23674588663283858
000:00:22.404000,8.3.csv,Audio File 8.mp3,0.459622682,-0.571339497,Blue,Audio File 8,126.0480183,5.08584764,130.4154716,-0.024390244,0.057841448,-0.578201919,22.404,-3.151200457,3.151200457,0.153899336,-2.43902439,2.43902439,2.43902439,-0.41179111,0.41179111,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.41374429661765044,0.25313238504998786
000:00:22.643000,8.19.csv,Audio File 8.mp3,0.474025974,-0.561688312,Blue,Audio File 8,117.4538352,6.07925545,124.2336908,-0.068181818,0.049894377,-35.95892496,22.643,-8.594183065,8.594183065,-148.0364981,-6.818181818,6.818181818,6.818181818,0.009651186,0.009651186,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal,0.3823335237364519,0.22511218213115974
000:00:23.103000,8.11.csv,Audio File 8.mp3,0.306113242,-0.610940672,Blue,Audio File 8,117.4538352,4.961853906,120.3185629,0.0,0.04305687,0.0,23.103,0.0,0,78.171576,0.0,0,0,-0.049252361,0.049252361,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:24.250000,8.8.csv,Audio File 8.mp3,0.430699593,-0.580347218,Blue,Audio File 8,123.046875,3.229143018,119.3181818,0.047619048,0.039078877,4.876233455,24.25,5.593039773,5.593039773,4.251293335,4.761904762,4.761904762,4.761904762,0.030593454,0.030593454,Small Change (0-5%),Increase in Tempo → Increase in Arousal,0.46420621495622344,0.29920780009513637
000:00:24.880000,8.3.csv,Audio File 8.mp3,0.400833734,-0.473357918,Blue,Audio File 8,117.4538352,3.229143018,119.3181818,-0.045454545,0.031788631,-8.877840909,24.88,-5.593039773,5.593039773,-21.83186407,-4.545454545,4.545454545,4.545454545,0.1069893,0.1069893,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.39965274687532265,0.23965431276145754
000:00:25.450000,8.11.csv,Audio File 8.mp3,0.355741033,-0.326708775,Blue,Audio File 8,117.4538352,3.229143018,119.3181818,0.0,0.027063294,0.0,25.45,0.0,0,15.57515949,0.0,0,0,0.146649143,0.146649143,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:25.567000,8.2.csv,Audio File 8.mp3,0.302919108,-0.437482885,Blue,Audio File 8,120.1853198,1.577023335,118.3643301,0.023255814,0.022483352,23.34602171,25.567,2.73148454,2.73148454,199.5386471,2.325581395,2.325581395,2.325581395,-0.11077411,0.11077411,Small Change (0-5%),Increase in Tempo → Decrease in Arousal,0.4476925370733181,0.28361889372636023
000:00:26.966000,8.4.csv,Audio File 8.mp3,0.25483871,0.017870968,Green,Audio File 8,120.1853198,1.577023335,119.2748249,0.0,0.017869508,0.0,26.966,0.0,0,-16.68764954,0.0,0,0,0.455353853,0.455353853,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:27.315000,8.2.csv,Audio File 8.mp3,0.184621283,-0.181170929,Blue,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.00884841,0.0,27.315,0.0,0,0,0.0,0,0,-0.199041897,0.199041897,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:27.930000,8.5.csv,Audio File 8.mp3,0.480645161,-0.627290323,Blue,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.004407254,0.0,27.93,0.0,0,0,0.0,0,0,-0.446119393,0.446119393,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:28.196000,8.4.csv,Audio File 8.mp3,0.138709677,0.208193548,Green,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.0,0.0,28.196,0.0,0,0,0.0,0,0,0.835483871,0.835483871,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:33.734000,8.3.csv,Audio File 8.mp3,0.418648567,-0.380720788,Blue,Audio File 8,117.4538352,1.577023335,119.2748249,-0.022727273,0.004407254,-0.493225811,33.734,-2.73148454,2.73148454,-0.089062082,-2.272727273,2.272727273,2.272727273,-0.588914337,0.588914337,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.416166424758228,0.2541964433853568
000:00:36.262000,8.17.csv,Audio File 8.mp3,0.305194805,-0.36038961,Blue,Audio File 8,126.0480183,4.391131676,121.2290578,0.073170732,0.016481179,3.399597732,36.262,8.594183065,8.594183065,1.53988273,7.317073171,7.317073171,7.317073171,0.020331178,0.020331178,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.4815254380950942,0.3155571409190533
000:00:36.423000,8.1.csv,Audio File 8.mp3,0.435047951,-0.287544319,Blue,Audio File 8,126.0480183,4.961853906,123.1832906,0.0,0.029907929,0.0,36.423,0.0,0,-21.11551386,0.0,0,0,0.072845292,0.072845292,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:37.621000,8.1.csv,Audio File 8.mp3,0.418773612,-0.075977913,Blue,Audio File 8,184.5703125,33.78786231,145.5554497,0.464285714,0.102877516,48.84999516,37.621,58.52229421,58.52229421,40.77628979,46.42857143,46.42857143,46.42857143,0.211566405,0.211566405,Large Change (>15%),Increase in Tempo → Increase in Arousal,0.7696543322160859,0.5658135282938013
000:00:39.727000,8.4.csv,Audio File 8.mp3,0.158064516,0.356580645,Green,Audio File 8,120.1853198,35.60116441,143.6012169,-0.348837209,0.173442548,-30.57217129,39.727,-64.38499273,64.38499273,-37.71232975,-34.88372093,34.88372093,34.88372093,0.432558559,0.432558559,Large Change (>15%),Decrease in Tempo → Increase in Arousal,0.06037172862253848,0.04553377832307734
000:00:40.325000,8.4.csv,Audio File 8.mp3,0.093548387,0.337225806,Green,Audio File 8,120.1853198,0.0,120.1853198,0.0,0.170116271,0.0,40.325,0.0,0,51.12403225,0.0,0,0,-0.019354839,0.019354839,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:41.230000,8.4.csv,Audio File 8.mp3,0.070967742,0.511419355,Green,Audio File 8,123.046875,1.652119684,122.0930233,0.0,0.009056614,0.0,41.23,2.861555233,2.861555233,3.493855783,2.380952381,2.380952381,2.380952381,0.174193548,0.174193548,Small Change (0-5%),Increase in Tempo → Increase in Arousal,0.4484431587986784,0.2839731870553955
000:00:42.849000,8.3.csv,Audio File 8.mp3,0.407959667,-0.307679974,Blue,Audio File 8,105.46875,10.1487352,117.1875,-0.142857143,0.037924128,-10.85739654,42.849,-17.578125,17.578125,-8.659256346,-14.28571429,14.28571429,14.28571429,-0.819099329,0.819099329,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.33048831679358964,0.1773308957516151
000:00:42.882000,8.4.csv,Audio File 8.mp3,0.103225806,0.534,Green,Audio File 8,105.46875,10.1487352,111.328125,0.0,0.063764919,0.0,42.882,0.0,0,329.0120164,0.0,0,0,0.841679974,0.841679974,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:42.967000,8.17.csv,Audio File 8.mp3,0.275974026,-0.12987013,Blue,Audio File 8,105.46875,0.0,105.46875,0.0,0.05925437,0.0,42.967,0.0,0,0,0.0,0,0,-0.66387013,0.66387013,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:43.053000,8.2.csv,Audio File 8.mp3,0.08165836,0.099238732,Green,Audio File 8,105.46875,0.0,105.46875,0.0,0.030386856,0.0,43.053,0.0,0,0,0.0,0,0,0.229108861,0.229108861,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:43.114000,8.20.csv,Audio File 8.mp3,0.350649351,-0.428571429,Blue,Audio File 8,105.46875,0.0,105.46875,0.0,0.0,0.0,43.114,0.0,0,0,0.0,0,0,-0.52781016,0.52781016,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:43.357000,8.5.csv,Audio File 8.mp3,0.538709677,-0.404709677,Blue,Audio File 8,105.46875,0.0,105.46875,0.0,0.0,0.0,43.357,0.0,0,0,0.0,0,0,0.023861751,0.023861751,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:43.437000,8.17.csv,Audio File 8.mp3,0.279220779,0.042207792,Green,Audio File 8,105.46875,0.0,105.46875,0.0,0.0,0.0,43.437,0.0,0,0,0.0,0,0,0.44691747,0.44691747,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:43.497000,8.4.csv,Audio File 8.mp3,0.090322581,0.634,Green,Audio File 8,105.46875,0.0,105.46875,0.0,0.0,0.0,43.497,0.0,0,0,0.0,0,0,0.591792208,0.591792208,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:43.499000,8.16.csv,Audio File 8.mp3,0.401576564,-0.574160004,Blue,Audio File 8,105.46875,0.0,105.46875,0.0,0.0,0.0,43.499,0.0,0,0,0.0,0,0,-1.208160004,1.208160004,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:43.615000,8.11.csv,Audio File 8.mp3,0.292578389,-0.024430408,Blue,Audio File 8,178.205819,41.99476635,129.7144397,0.689655172,0.107915938,627.043698,43.615,72.73706897,72.73706897,5405.549121,68.96551724,68.96551724,68.96551724,0.549729596,0.549729596,Large Change (>15%),Increase in Tempo → Increase in Arousal,0.851686022136884,0.7100170206663603
000:00:43.684000,8.7.csv,Audio File 8.mp3,0.325806452,-0.510403226,Blue,Audio File 8,178.205819,41.99476635,153.9601293,0.0,0.19883724,0.0,43.684,0.0,0,-9087.589826,0.0,0,0,-0.485972818,0.485972818,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:43.787000,8.15.csv,Audio File 8.mp3,0.435064935,-0.506493506,Blue,Audio File 8,178.205819,0.0,178.205819,0.0,0.19883724,0.0,43.787,0.0,0,0,0.0,0,0,0.003909719,0.003909719,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:43.932000,8.6.csv,Audio File 8.mp3,0.514230667,-0.651654468,Blue,Audio File 8,178.205819,0.0,178.205819,0.0,0.090921302,0.0,43.932,0.0,0,0,0.0,0,0,-0.145160961,0.145160961,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:43.984000,8.2.csv,Audio File 8.mp3,-0.008160359,0.259159866,Yellow,Audio File 8,178.205819,0.0,178.205819,0.0,0.0,0.0,43.984,0.0,0,0,0.0,0,0,0.910814334,0.910814334,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.068000,8.8.csv,Audio File 8.mp3,0.471953246,-0.296155389,Blue,Audio File 8,178.205819,0.0,178.205819,0.0,0.0,0.0,44.068,0.0,0,0,0.0,0,0,-0.555315255,0.555315255,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.074000,8.4.csv,Audio File 8.mp3,0.080645161,0.727548387,Green,Audio File 8,178.205819,0.0,178.205819,0.0,0.0,0.0,44.074,0.0,0,0,0.0,0,0,1.023703776,1.023703776,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.103000,8.20.csv,Audio File 8.mp3,0.324675325,-0.165584416,Blue,Audio File 8,178.205819,0.0,178.205819,0.0,0.0,0.0,44.103,0.0,0,0,0.0,0,0,-0.893132803,0.893132803,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.201000,8.19.csv,Audio File 8.mp3,0.529220779,-0.37012987,Blue,Audio File 8,178.205819,0.0,178.205819,0.0,0.0,0.0,44.201,0.0,0,0,0.0,0,0,-0.204545455,0.204545455,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.442000,8.17.csv,Audio File 8.mp3,0.305194805,0.123376623,Green,Audio File 8,178.205819,0.0,178.205819,0.0,0.0,0.0,44.442,0.0,0,0,0.0,0,0,0.493506494,0.493506494,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.510000,8.11.csv,Audio File 8.mp3,0.233927363,0.203406271,Green,Audio File 8,184.5703125,3.674542055,180.3273168,0.035714286,0.006792356,93.59549315,44.51,6.364493534,6.364493534,1376.404311,3.571428571,3.571428571,3.571428571,0.080029648,0.080029648,Small Change (0-5%),Increase in Tempo → Increase in Arousal,0.4686581782675707,0.2915904935720667
000:00:44.690000,8.10.csv,Audio File 8.mp3,0.393038237,-0.615667201,Blue,Audio File 8,184.5703125,3.674542055,182.4488147,0.0,0.013505731,0.0,44.69,0.0,0,-519.974962,0.0,0,0,-0.819073472,0.819073472,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.704000,8.20.csv,Audio File 8.mp3,0.340909091,-0.061688312,Blue,Audio File 8,184.5703125,0.0,184.5703125,0.0,0.013505731,0.0,44.704,0.0,0,0,0.0,0,0,0.55397889,0.55397889,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.822000,8.10.csv,Audio File 8.mp3,0.393038237,-0.615667201,Blue,Audio File 8,184.5703125,0.0,184.5703125,0.0,0.006713375,0.0,44.822,0.0,0,0,0.0,0,0,-0.55397889,0.55397889,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.843000,8.15.csv,Audio File 8.mp3,0.451298701,-0.363636364,Blue,Audio File 8,184.5703125,0.0,184.5703125,0.0,0.0,0.0,44.843,0.0,0,0,0.0,0,0,0.252030838,0.252030838,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.885000,8.13.csv,Audio File 8.mp3,0.321621448,-0.599931422,Blue,Audio File 8,184.5703125,0.0,184.5703125,0.0,0.0,0.0,44.885,0.0,0,0,0.0,0,0,-0.236295058,0.236295058,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
000:00:44.890000,8.4.csv,Audio File 8.mp3,0.096774194,0.966258065,Green,Audio File 8,184.5703125,0.0,184.5703125,0.0,0.0,0.0,44.89,0.0,0,0,0.0,0,0,1.566189486,1.566189486,Small Change (0-5%),No Change,0.43192948091577305,0.2687385740156546
