Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:01.217000,5.8.csv,Audio File 5.mp3,-0.169359188,0.657843886,Yellow,Audio File 5,133.9285714,0.0,0.0,0.0,0.0,0.0,1.217,10.88169643,10.88169643,,0.0,0,0,0.061417756,0.061417756,Small Change (0-5%),No Change,0.6560236163368236,0.4434931506507582
000:00:01.233000,5.14.csv,Audio File 5.mp3,-0.089631367,0.495470755,Yellow,Audio File 5,133.9285714,0.0,133.9285714,0.0,0.0,0.0,1.233,0.0,0,0,0.0,0,0,-0.162373131,0.162373131,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
000:00:01.287000,5.16.csv,Audio File 5.mp3,-0.147318677,0.668769262,Yellow,Audio File 5,133.9285714,0.0,133.9285714,0.0,0.0,0.0,1.287,0.0,0,0,0.0,0,0,0.173298507,0.173298507,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
000:00:01.349000,5.15.csv,Audio File 5.mp3,-0.090909091,0.551948052,Yellow,Audio File 5,133.9285714,0.0,133.9285714,0.0,0.0,0.0,1.349,0.0,0,0,0.0,0,0,-0.11682121,0.11682121,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
000:00:01.369000,5.18.csv,Audio File 5.mp3,-0.179914071,0.598867298,Yellow,Audio File 5,133.9285714,0.0,133.9285714,0.0,0.0,0.0,1.369,0.0,0,0,0.0,0,0,0.046919246,0.046919246,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
000:00:01.432000,5.9.csv,Audio File 5.mp3,-0.177600178,0.64013764,Yellow,Audio File 5,133.9285714,0.0,133.9285714,0.0,0.0,0.0,1.432,0.0,0,0,0.0,0,0,0.041270342,0.041270342,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
000:00:01.520000,5.11.csv,Audio File 5.mp3,-0.108955561,0.131220393,Yellow,Audio File 5,130.8139535,1.798225506,132.8903654,-0.023255814,0.004510549,-35.39338568,1.52,-3.11461794,3.11461794,-402.1975646,-2.325581395,2.325581395,2.325581395,-0.508917248,0.508917248,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.4879542835428236,0.4066581713663534
000:00:01.537000,5.5.csv,Audio File 5.mp3,-0.103225806,0.692064516,Yellow,Audio File 5,130.8139535,1.798225506,131.8521595,0.0,0.009056614,0.0,1.537,0.0,0,2081.963864,0.0,0,0,0.560844124,0.560844124,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
000:00:01.614000,5.17.csv,Audio File 5.mp3,-0.080852999,0.698553068,Yellow,Audio File 5,130.8139535,0.0,130.8139535,0.0,0.009056614,0.0,1.614,0.0,0,0,0.0,0,0,0.006488552,0.006488552,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
000:00:01.887000,5.7.csv,Audio File 5.mp3,-0.093548387,0.650887097,Yellow,Audio File 5,130.8139535,0.0,130.8139535,0.0,0.004546065,0.0,1.887,0.0,0,0,0.0,0,0,-0.047665971,0.047665971,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
000:00:01.988000,5.2.csv,Audio File 5.mp3,-0.005388802,0.950638573,Yellow,Audio File 5,130.8139535,0.0,130.8139535,0.0,0.0,0.0,1.988,0.0,0,0,0.0,0,0,0.299751476,0.299751476,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
000:00:02.067000,5.12.csv,Audio File 5.mp3,-0.049762441,0.298274569,Yellow,Audio File 5,130.8139535,0.0,130.8139535,0.0,0.0,0.0,2.067,0.0,0,0,0.0,0,0,-0.652364004,0.652364004,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
000:00:02.166000,5.1.csv,Audio File 5.mp3,-0.159318692,0.723588367,Yellow,Audio File 5,130.8139535,0.0,130.8139535,0.0,0.0,0.0,2.166,0.0,0,0,0.0,0,0,0.425313799,0.425313799,Small Change (0-5%),No Change,0.5253549695552815,0.4434931506507582
