Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:01.266000,7.9.csv,Audio File 7.mp3,0.280018424,-0.672313845,Blue,Audio File 7,137.195122,0.0,0.0,0.0,0.0,0.0,1.266,1.19594432,1.19594432,,0.0,0,0,0.007990812,0.007990812,Small Change (0-5%),No Change,0.48688108380161443,0.3670972128081389
000:00:01.308000,7.2.csv,Audio File 7.mp3,0.180239882,-0.713511145,Blue,Audio File 7,137.195122,0.0,137.195122,0.0,0.0,0.0,1.308,0.0,0,0,0.0,0,0,-0.0411973,0.0411973,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:01.447000,7.6.csv,Audio File 7.mp3,0.291512962,-0.691950073,Blue,Audio File 7,137.195122,0.0,137.195122,0.0,0.0,0.0,1.447,0.0,0,0,0.0,0,0,0.021561072,0.021561072,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:01.466000,7.14.csv,Audio File 7.mp3,0.240288346,-0.707878025,Blue,Audio File 7,137.195122,0.0,137.195122,0.0,0.0,0.0,1.466,0.0,0,0,0.0,0,0,-0.015927952,0.015927952,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:01.516000,7.7.csv,Audio File 7.mp3,0.40413668,-0.718934127,Blue,Audio File 7,125.0,7.040856941,133.1300813,-0.088888889,0.017629016,-243.902439,1.516,-12.19512195,12.19512195,-4878.04878,-8.888888889,8.888888889,8.888888889,-0.011056102,0.011056102,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.3907911887255437,0.2782687514420921
000:00:01.656000,7.8.csv,Audio File 7.mp3,0.24516129,-0.829758065,Blue,Audio File 7,125.0,7.040856941,129.0650407,0.0,0.035813276,0.0,1.656,0.0,0,1742.160279,0.0,0,0,-0.110823937,0.110823937,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:01.713000,7.5.csv,Audio File 7.mp3,0.267741935,-0.714387097,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.035813276,0.0,1.713,0.0,0,0,0.0,0,0,0.115370968,0.115370968,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:01.791000,7.17.csv,Audio File 7.mp3,0.501951921,-0.674974317,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.01818426,0.0,1.791,0.0,0,0,0.0,0,0,0.03941278,0.03941278,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:01.805000,7.3.csv,Audio File 7.mp3,0.236004709,-0.693290365,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,1.805,0.0,0,0,0.0,0,0,-0.018316048,0.018316048,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:01.838000,7.16.csv,Audio File 7.mp3,0.324675325,-0.714285714,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,1.838,0.0,0,0,0.0,0,0,-0.020995349,0.020995349,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:02.037000,7.18.csv,Audio File 7.mp3,0.259403372,-0.803965166,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,2.037,0.0,0,0,0.0,0,0,-0.089679452,0.089679452,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:02.067000,7.13.csv,Audio File 7.mp3,0.180295074,-0.845536384,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,2.067,0.0,0,0,0.0,0,0,-0.041571218,0.041571218,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:02.082000,7.12.csv,Audio File 7.mp3,0.300879765,-0.819636364,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,2.082,0.0,0,0,0.0,0,0,0.02590002,0.02590002,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:02.374000,7.4.csv,Audio File 7.mp3,0.216129032,-0.549870968,Blue,Audio File 7,125.0,0.0,125.0,0.0,0.0,0.0,2.374,0.0,0,0,0.0,0,0,0.269765396,0.269765396,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:02.885000,7.11.csv,Audio File 7.mp3,0.274961598,-0.644481018,Blue,Audio File 7,122.2826087,1.568886601,124.0942029,-0.02173913,0.004214236,-5.317791202,2.885,-2.717391304,2.717391304,-10.4066364,-2.173913043,2.173913043,2.173913043,-0.09461005,0.09461005,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.4588002721675152,0.3453728608486675
000:00:03.071000,7.1.csv,Audio File 7.mp3,0.265060241,-0.782355227,Blue,Audio File 7,122.2826087,1.568886601,123.1884058,0.0,0.008459458,0.0,3.071,0.0,0,28.59027528,0.0,0,0,-0.137874209,0.137874209,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:03.974000,7.10.csv,Audio File 7.mp3,0.300551043,-0.716562322,Blue,Audio File 7,140.625,10.58998456,128.3967391,0.15,0.035952328,20.3127257,3.974,18.3423913,18.3423913,22.49471284,15.0,15,15,0.065792905,0.065792905,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.6099183579077644,0.5169952413614691
000:00:04.215000,7.19.csv,Audio File 7.mp3,0.293672493,-0.768186701,Blue,Audio File 7,140.625,10.58998456,134.5108696,0.0,0.057981287,0.0,4.215,0.0,0,-84.28516887,0.0,0,0,-0.051624378,0.051624378,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:04.722000,7.4.csv,Audio File 7.mp3,0.277419355,-0.717612903,Blue,Audio File 7,133.9285714,3.866184838,138.3928571,-0.047619048,0.063048165,-13.2079459,4.722,-6.696428571,6.696428571,-26.05117535,-4.761904762,4.761904762,4.761904762,0.050573797,0.050573797,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.4302480071140315,0.3195105370759712
000:00:05.562000,7.4.csv,Audio File 7.mp3,0.225806452,-0.633741935,Blue,Audio File 7,133.9285714,3.866184838,136.1607143,0.0,0.045020054,0.0,5.562,0.0,0,15.72374512,0.0,0,0,0.083870968,0.083870968,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:06.598000,7.15.csv,Audio File 7.mp3,0.377595972,-0.768903637,Blue,Audio File 7,133.9285714,0.0,133.9285714,0.0,0.01877686,0.0,6.598,0.0,0,0,0.0,0,0,-0.135161701,0.135161701,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
000:00:07.128000,7.15.csv,Audio File 7.mp3,0.318477411,-0.759368385,Blue,Audio File 7,133.9285714,0.0,133.9285714,0.0,0.009464759,0.0,7.128,0.0,0,0,0.0,0,0,0.009535252,0.009535252,Small Change (0-5%),No Change,0.4782993800068185,0.3670972128081389
