Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:01.698000,13.2.csv,Audio File 13.mp3,0.340909091,0.186688312,Green,Audio File 13,103.359375,0.0,0.0,0.0,0.0,0.0,1.698,-27.45457849,27.45457849,,-20.9875,20.9875,20.9875,0.591397989,0.591397989,Large Change (>15%),Decrease in Tempo → Increase in Arousal,0.2493920192258121,0.16382265526717188
000:00:01.754000,13.19.csv,Audio File 13.mp3,0.727259283,0.11516227,Green,Audio File 13,103.359375,0.0,0.0,0.0,0.0,0.0,1.754,0.0,0.0,,0.0,0.0,0.0,-0.071526041,0.071526041,Small Change (0-5%),No Change,0.5215231787954748,0.4161162483882861
000:00:01.859000,13.5.csv,Audio File 13.mp3,0.290322581,0.063032258,Green,Audio File 13,103.359375,0.0,103.359375,0.0,0.0,0.0,1.859,0.0,0.0,0.0,0.0,0.0,0.0,-0.052130012,0.052130012,Small Change (0-5%),No Change,0.5215231787954748,0.4161162483882861
000:00:01.865000,13.6.csv,Audio File 13.mp3,0.370517401,0.098054784,Green,Audio File 13,103.359375,0.0,103.359375,0.0,0.0,0.0,1.865,0.0,0.0,0.0,0.0,0.0,0.0,0.035022526,0.035022526,Small Change (0-5%),No Change,0.5215231787954748,0.4161162483882861
000:00:01.967000,13.9.csv,Audio File 13.mp3,0.44596475,0.1567718,Green,Audio File 13,103.359375,0.0,103.359375,0.0,0.0,0.0,1.967,0.0,0.0,0.0,0.0,0.0,0.0,0.058717016,0.058717016,Small Change (0-5%),No Change,0.5215231787954748,0.4161162483882861
000:00:02.207000,13.4.csv,Audio File 13.mp3,0.283870968,-0.607935484,Blue,Audio File 13,103.359375,0.0,103.359375,0.0,0.0,0.0,2.207,0.0,0.0,0.0,0.0,0.0,0.0,-0.764707283,0.764707283,Small Change (0-5%),No Change,0.5215231787954748,0.4161162483882861
000:00:02.370000,13.16.csv,Audio File 13.mp3,0.630223737,0.081565299,Green,Audio File 13,103.359375,0.0,103.359375,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.689500783,0.689500783,Small Change (0-5%),No Change,0.5215231787954748,0.4161162483882861
000:00:02.670000,13.18.csv,Audio File 13.mp3,0.667916979,0.130832708,Green,Audio File 13,147.65625,25.57481271,118.125,0.428571429,0.072168784,147.65625,2.67,44.296875,44.296875,492.1875,42.85714286,42.85714286,42.85714286,0.049267409,0.049267409,Large Change (>15%),Increase in Tempo → Increase in Arousal,0.960596026461052,0.9313077939775324
000:00:02.684000,13.1.csv,Audio File 13.mp3,0.38804245,-0.202605863,Blue,Audio File 13,147.65625,25.57481271,132.890625,0.0,0.136318814,0.0,2.684,0.0,0.0,-10546.875,0.0,0.0,0.0,-0.333438571,0.333438571,Small Change (0-5%),No Change,0.5215231787954748,0.4161162483882861
000:00:03.100000,13.3.csv,Audio File 13.mp3,0.576386451,0.130572131,Green,Audio File 13,147.65625,0.0,147.65625,0.0,0.136318814,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.333177994,0.333177994,Small Change (0-5%),No Change,0.5215231787954748,0.4161162483882861
