Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:02.001000,9.6.csv,Audio File 9.mp3,0.277732472,-0.808640339,Blue,Audio File 9,139.6748311,0.0,0.0,0.0,0.0,0.0,2.001,-27.03383827,27.03383827,,0.0,0,0,-0.123285501,0.123285501,Small Change (0-5%),No Change,0.3393441656826296,0.31486880467095507
000:00:02.234000,9.3.csv,Audio File 9.mp3,0.019354839,-0.033741935,Blue,Audio File 9,139.6748311,0.0,139.6748311,0.0,0.0,0.0,2.234,0.0,0,0,0.0,0,0,0.774898404,0.774898404,Small Change (0-5%),No Change,0.5088967971525785,0.31486880467095507
000:00:02.293000,9.4.csv,Audio File 9.mp3,0.274193548,-0.724064516,Blue,Audio File 9,139.6748311,0.0,139.6748311,0.0,0.0,0.0,2.293,0.0,0,0,0.0,0,0,-0.690322581,0.690322581,Small Change (0-5%),No Change,0.5088967971525785,0.31486880467095507
000:00:02.566000,9.11.csv,Audio File 9.mp3,0.200090232,-0.766591473,Blue,Audio File 9,143.5546875,2.240036148,140.9681166,0.027777778,0.005296791,14.21192827,2.566,3.879856419,3.879856419,52.05834533,2.777777778,2.777777778,2.777777778,-0.042526957,0.042526957,Small Change (0-5%),Increase in Tempo → Decrease in Arousal,0.5332307396359528,0.33770651118466377
000:00:02.581000,9.2.csv,Audio File 9.mp3,0.284779488,-0.731512703,Blue,Audio File 9,143.5546875,2.240036148,142.261402,0.0,0.01054543,0.0,2.581,0.0,0,-947.461885,0.0,0,0,0.03507877,0.03507877,Small Change (0-5%),No Change,0.5088967971525785,0.31486880467095507
000:00:02.917000,9.7.csv,Audio File 9.mp3,0.248387097,-0.758790323,Blue,Audio File 9,143.5546875,0.0,143.5546875,0.0,0.01054543,0.0,2.917,0.0,0,0,0.0,0,0,-0.027277619,0.027277619,Small Change (0-5%),No Change,0.5088967971525785,0.31486880467095507
000:00:03.303000,9.14.csv,Audio File 9.mp3,0.257451799,-0.662108816,Blue,Audio File 9,143.5546875,0.0,143.5546875,0.0,0.005248639,0.0,3.303,0.0,0,0,0.0,0,0,0.096681506,0.096681506,Small Change (0-5%),No Change,0.5088967971525785,0.31486880467095507
000:00:03.507000,9.13.csv,Audio File 9.mp3,0.152318803,-0.801380138,Blue,Audio File 9,139.6748311,2.240036148,142.261402,-0.027027027,0.005248639,-19.01890401,3.507,-3.879856419,3.879856419,-93.22992164,-2.702702703,2.702702703,2.702702703,-0.139271322,0.139271322,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.48456285466920423,0.2926483334677611
000:00:03.530000,9.3.csv,Audio File 9.mp3,0.338709677,-0.885354839,Blue,Audio File 9,139.6748311,2.240036148,140.9681166,0.0,0.01054543,0.0,3.53,0.0,0,826.9088702,0.0,0,0,-0.083974701,0.083974701,Small Change (0-5%),No Change,0.5088967971525785,0.31486880467095507
000:00:03.565000,9.1.csv,Audio File 9.mp3,0.193181818,-0.711038961,Blue,Audio File 9,139.6748311,0.0,139.6748311,0.0,0.01054543,0.0,3.565,0.0,0,0,0.0,0,0,0.174315878,0.174315878,Small Change (0-5%),No Change,0.5088967971525785,0.31486880467095507
