Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:01.601000,21.20.csv,Audio File 21.mp3,-0.081275985,-0.314902919,Red,Audio File 21,137.195122,0.0,0.0,0.0,0.0,0.0,1.601,0.0,0,,0.0,0,0,-0.406531014,0.406531014,Small Change (0-5%),No Change,0.5,0.4606741572714268
000:00:01.607000,21.2.csv,Audio File 21.mp3,-0.003225806,0.114645161,Yellow,Audio File 21,137.195122,0.0,137.195122,0.0,0.0,0.0,1.607,0.0,0,0,0.0,0,0,0.42954808,0.42954808,Small Change (0-5%),No Change,0.5,0.4606741572714268
000:00:01.906000,21.19.csv,Audio File 21.mp3,-0.079132913,-0.192747846,Red,Audio File 21,137.195122,0.0,137.195122,0.0,0.0,0.0,1.906,0.0,0,0,0.0,0,0,-0.307393008,0.307393008,Small Change (0-5%),No Change,0.5,0.4606741572714268
000:00:01.961000,21.4.csv,Audio File 21.mp3,-0.119354839,-0.643419355,Red,Audio File 21,137.195122,0.0,137.195122,0.0,0.0,0.0,1.961,0.0,0,0,0.0,0,0,-0.450671509,0.450671509,Small Change (0-5%),No Change,0.5,0.4606741572714268
000:00:02.067000,21.13.csv,Audio File 21.mp3,-0.011143695,-0.393548387,Red,Audio File 21,137.195122,0.0,137.195122,0.0,0.0,0.0,2.067,0.0,0,0,0.0,0,0,0.249870968,0.249870968,Small Change (0-5%),No Change,0.5,0.4606741572714268
000:00:02.085000,21.7.csv,Audio File 21.mp3,-0.141587736,0.240015623,Yellow,Audio File 21,137.195122,0.0,137.195122,0.0,0.0,0.0,2.085,0.0,0,0,0.0,0,0,0.633564011,0.633564011,Small Change (0-5%),No Change,0.5,0.4606741572714268
000:00:02.137000,21.17.csv,Audio File 21.mp3,-0.058744993,-0.229760893,Red,Audio File 21,137.195122,0.0,137.195122,0.0,0.0,0.0,2.137,0.0,0,0,0.0,0,0,-0.469776517,0.469776517,Small Change (0-5%),No Change,0.5,0.4606741572714268
000:00:02.233000,21.11.csv,Audio File 21.mp3,-0.095707864,-0.170757814,Red,Audio File 21,137.195122,0.0,137.195122,0.0,0.0,0.0,2.233,0.0,0,0,0.0,0,0,0.05900308,0.05900308,Small Change (0-5%),No Change,0.5,0.4606741572714268
000:00:02.249000,21.6.csv,Audio File 21.mp3,-0.11982915,0.002793125,Yellow,Audio File 21,137.195122,0.0,137.195122,0.0,0.0,0.0,2.249,0.0,0,0,0.0,0,0,0.173550939,0.173550939,Small Change (0-5%),No Change,0.5,0.4606741572714268
000:00:02.268000,21.8.csv,Audio File 21.mp3,-0.043324296,0.103956178,Yellow,Audio File 21,137.195122,0.0,137.195122,0.0,0.0,0.0,2.268,0.0,0,0,0.0,0,0,0.101163052,0.101163052,Small Change (0-5%),No Change,0.5,0.4606741572714268
