Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:01.017000,6.10.csv,Audio File 6.mp3,-0.230741481,0.131387131,Yellow,Audio File 6,132.5120192,0.0,0.0,0.0,0.0,0.0,1.017,-15.51429656,15.51429656,,0.0,0,0,0.018058799,0.018058799,Small Change (0-5%),No Change,0.3840743070431839,0.42774566470860703
000:00:01.584000,6.16.csv,Audio File 6.mp3,0.023837589,-0.163821592,Blue,Audio File 6,126.0480183,3.731992682,130.3573523,-0.048780488,0.0,-11.40035439,1.584,-6.464000938,6.464000938,-20.10644513,-4.87804878,4.87804878,4.87804878,-0.295208723,0.295208723,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.47511902969246983,0.370365148711111
000:00:01.703000,6.6.csv,Audio File 6.mp3,0.248559806,-0.497397544,Blue,Audio File 6,126.0480183,3.731992682,128.2026853,0.0,0.0,0.0,1.703,0.0,0,95.80129738,0.0,0,0,-0.333575952,0.333575952,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:01.817000,6.1.csv,Audio File 6.mp3,-0.24382447,0.170462075,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.019246346,0.0,1.817,0.0,0,0,0.0,0,0,0.667859619,0.667859619,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:02.054000,6.8.csv,Audio File 6.mp3,-0.185087404,0.183750506,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.009703366,0.0,2.054,0.0,0,0,0.0,0,0,0.013288431,0.013288431,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:02.104000,6.11.csv,Audio File 6.mp3,-0.033825736,0.168210276,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.0,0.0,2.104,0.0,0,0,0.0,0,0,-0.01554023,0.01554023,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:02.124000,6.17.csv,Audio File 6.mp3,-0.068417556,0.128712871,Yellow,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.0,0.0,2.124,0.0,0,0,0.0,0,0,-0.039497404,0.039497404,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:02.222000,6.14.csv,Audio File 6.mp3,0.028739003,0.062475073,Green,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.0,0.0,2.222,0.0,0,0,0.0,0,0,-0.066237798,0.066237798,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:02.455000,6.5.csv,Audio File 6.mp3,0.112903226,0.153354839,Green,Audio File 6,126.0480183,0.0,126.0480183,0.0,0.0,0.0,2.455,0.0,0,0,0.0,0,0,0.090879765,0.090879765,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:02.624000,6.4.csv,Audio File 6.mp3,-0.532258065,-0.124064516,Red,Audio File 6,143.5546875,10.10748018,131.8835747,0.138888889,0.025546472,103.5897586,2.624,17.50666921,17.50666921,612.9571516,13.88888889,13.88888889,13.88888889,-0.277419355,0.277419355,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal,0.7162606571589872,0.5911207450086631
