Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:01.883000,11.7.csv,Audio File 11.mp3,0.248561992,0.078146767,Green,Audio File 11,140.625,0.0,0.0,0.05,0.0,11.50589102,1.883,6.696428571,6.696428571,,5.0,5,5,0.102211283,0.102211283,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.5053088803104291,0.41428571426526084
000:00:02.135000,11.5.csv,Audio File 11.mp3,0.141935484,0.159806452,Green,Audio File 11,140.625,3.866184838,138.3928571,0.0,0.0,0.0,2.135,0.0,0,-45.65829768,0.0,0,0,0.081659685,0.081659685,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:02.216000,11.14.csv,Audio File 11.mp3,0.265974026,-0.32987013,Blue,Audio File 11,140.625,0.0,140.625,0.0,0.0,0.0,2.216,0.0,0,0,0.0,0,0,-0.489676581,0.489676581,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:02.301000,11.10.csv,Audio File 11.mp3,0.204777365,-0.369666048,Blue,Audio File 11,140.625,0.0,140.625,0.0,0.009312101,0.0,2.301,0.0,0,0,0.0,0,0,-0.039795918,0.039795918,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:02.351000,11.13.csv,Audio File 11.mp3,0.167320303,0.1415713,Green,Audio File 11,140.625,0.0,140.625,0.0,0.0,0.0,2.351,0.0,0,0,0.0,0,0,0.511237348,0.511237348,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:02.505000,11.1.csv,Audio File 11.mp3,0.207313229,0.126930755,Green,Audio File 11,144.2307692,2.081791836,141.8269231,0.025641026,0.004892799,23.41408591,2.505,3.605769231,3.605769231,152.0395189,2.564102564,2.564102564,2.564102564,-0.014640544,0.014640544,Small Change (0-5%),Increase in Tempo → Decrease in Arousal,0.4779106029182929,0.382580382557487
000:00:02.512000,11.11.csv,Audio File 11.mp3,0.225904565,-0.022795681,Blue,Audio File 11,144.2307692,2.081791836,143.0288462,0.0,0.009744482,0.0,2.512,0.0,0,-3344.869416,0.0,0,0,-0.149726436,0.149726436,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:02.635000,11.4.csv,Audio File 11.mp3,0.080645161,0.066258065,Green,Audio File 11,144.2307692,0.0,144.2307692,0.0,0.009744482,0.0,2.635,0.0,0,0,0.0,0,0,0.089053745,0.089053745,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:02.716000,11.14.csv,Audio File 11.mp3,0.257662338,-0.018181818,Blue,Audio File 11,144.2307692,0.0,144.2307692,0.0,0.004851683,0.0,2.716,0.0,0,0,0.0,0,0,-0.084439883,0.084439883,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:02.820000,11.3.csv,Audio File 11.mp3,0.286824358,0.166560945,Green,Audio File 11,144.2307692,0.0,144.2307692,0.0,0.0,0.0,2.82,0.0,0,0,0.0,0,0,0.184742764,0.184742764,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:02.949000,11.11.csv,Audio File 11.mp3,0.171178093,0.154012924,Green,Audio File 11,144.2307692,0.0,144.2307692,0.0,0.0,0.0,2.949,0.0,0,0,0.0,0,0,-0.012548022,0.012548022,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:03.024000,11.4.csv,Audio File 11.mp3,0.016129032,0.263032258,Green,Audio File 11,144.2307692,0.0,144.2307692,0.0,0.0,0.0,3.024,0.0,0,0,0.0,0,0,0.109019334,0.109019334,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:03.118000,11.2.csv,Audio File 11.mp3,0.492177256,0.104596648,Green,Audio File 11,144.2307692,0.0,144.2307692,0.0,0.0,0.0,3.118,0.0,0,0,0.0,0,0,-0.15843561,0.15843561,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:03.298000,11.10.csv,Audio File 11.mp3,0.188543599,-0.056586271,Blue,Audio File 11,144.2307692,0.0,144.2307692,0.0,0.0,0.0,3.298,0.0,0,0,0.0,0,0,-0.161182919,0.161182919,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
000:00:03.407000,11.12.csv,Audio File 11.mp3,0.170070838,0.386068477,Green,Audio File 11,144.2307692,0.0,144.2307692,0.0,0.0,0.0,3.407,0.0,0,0,0.0,0,0,0.442654748,0.442654748,Small Change (0-5%),No Change,0.44594594595193576,0.34920634918362314
