Duration (hh:mm:ss.ms),Song,Valence,Arousal,Quadrant Color
0:00:01.211000,Audio File 12.mp3,0.33688749642057014,-0.7635386662624016,Blue
0:00:24.058000,Audio File 12.mp3,0.3469941213131873,-0.47381541934071114,Blue
0:00:50.452000,Audio File 12.mp3,0.39078949584786127,-0.14366567284855214,Blue
0:00:50.836000,Audio File 12.mp3,0.35710074620580423,0.004564825576498732,Green
0:00:51.841000,Audio File 12.mp3,0.33351862145636435,0.20669732342884095,Green
0:00:52.408000,Audio File 12.mp3,0.1617059982818736,0.274074822712955,Green
0:00:52.911000,Audio File 12.mp3,0.03705762460626261,0.34819007192548046,Green
0:01:29.813000,Audio File 12.mp3,-0.07411524921252566,0.4863139454579142,Yellow
0:01:51.397000,Audio File 12.mp3,-0.09432849899775997,0.5637980696346454,Yellow
0:02:17.400000,Audio File 12.mp3,-0.128017248639817,0.15953307392996097,Yellow
0:02:17.816000,Audio File 12.mp3,-0.1886569979955195,0.0719423248606128,Yellow
0:02:18.425000,Audio File 12.mp3,-0.21897687267337096,-0.01901729917294115,Red
0:02:32.413000,Audio File 12.mp3,-0.2728788721006621,-0.0695504236360267,Red
0:02:40.823000,Audio File 12.mp3,-0.18528812303131392,0.2370171981066922,Yellow
0:02:41.909000,Audio File 12.mp3,-0.13812387353243394,0.37177219667492034,Yellow
0:02:58.602000,Audio File 12.mp3,-0.09095962403355418,0.6446510687755822,Yellow
0:03:35.151000,Audio File 12.mp3,-0.21560799770916517,0.2370171981066922,Yellow
0:03:35.426000,Audio File 12.mp3,-0.2122391227449596,0.10226219953846405,Yellow
0:03:35.720000,Audio File 12.mp3,-0.38742062088365603,-0.02238617413714694,Red
0:03:47.981000,Audio File 12.mp3,-0.4750113699530043,-0.08976367342126101,Red
0:03:48.415000,Audio File 12.mp3,-0.6299796183064666,-0.1133457981707009,Red
0:04:00.173000,Audio File 12.mp3,-0.693988242626375,-0.1133457981707009,Red
