Duration (hh:mm:ss.ms),Song,Valence,Arousal,Quadrant Color
0:00:05.850000,Audio File 2.mp3,0.22894083844847835,0.060232467023638714,Green
0:00:22.671000,Audio File 2.mp3,-0.040094031605067526,0.282251534543555,Yellow
0:00:35.784000,Audio File 2.mp3,-0.10016977928692716,0.44680684341125776,Yellow
0:00:37.085000,Audio File 2.mp3,-0.13673762570197212,0.5695703278046231,Yellow
0:01:11.271000,Audio File 2.mp3,-0.15502154890949482,0.2613556223063864,Yellow
0:01:29.020000,Audio File 2.mp3,-0.1759174611466634,0.6714378999608202,Yellow
0:01:37.404000,Audio File 2.mp3,-0.1785294501763095,0.7550215489094949,Yellow
0:02:11.436000,Audio File 2.mp3,-0.18375342823560148,0.8934569674807369,Yellow
0:02:16.184000,Audio File 2.mp3,-0.3874885725479954,0.8934569674807369,Yellow
0:03:15.856000,Audio File 2.mp3,-0.3117408906882593,0.6844978451090507,Yellow
0:03:16.685000,Audio File 2.mp3,-0.2986809455400288,0.3083714248400158,Yellow
0:03:18.585000,Audio File 2.mp3,-0.2882329894214446,0.09680031343868367,Yellow
0:03:21.635000,Audio File 2.mp3,-0.3796526054590572,-0.10693483087371014,Red
0:03:30.148000,Audio File 2.mp3,-0.6251795742457882,-0.2923860519785815,Red
0:03:30.883000,Audio File 2.mp3,-0.8001828392320752,-0.34462583257150303,Red
