Duration (hh:mm:ss.ms),Song,Valence,Arousal,Quadrant Color
0:00:06.906000,Audio File 2.mp3,0.2095232221057175,0.10727194226854997,Green
0:00:07.036000,Audio File 2.mp3,0.2095232221057175,0.10727194226854997,Green
0:00:13.784000,Audio File 2.mp3,-0.061863936347375637,0.2281625855794731,Yellow
0:00:33.253000,Audio File 2.mp3,-0.11614136803799413,0.447739468327885,Yellow
0:00:52.268000,Audio File 2.mp3,-0.2617035712082896,0.5933016714981805,Yellow
0:01:22.569000,Audio File 2.mp3,-0.40479861839264786,0.7437981866403502,Yellow
0:01:24.567000,Audio File 2.mp3,-0.5158206377598223,0.8252143341762781,Yellow
0:02:36.575000,Audio File 2.mp3,-0.5478936655770061,0.5710972676247454,Yellow
0:02:37.071000,Audio File 2.mp3,-0.5503608215629433,0.4329365324122616,Yellow
0:02:38.770000,Audio File 2.mp3,-0.5898353173379387,0.40579781656695246,Yellow
0:02:39.134000,Audio File 2.mp3,-0.5799666933941898,0.6007031394559921,Yellow
0:02:39.571000,Audio File 2.mp3,-0.5799666933941898,0.7018565348794175,Yellow
0:02:40.354000,Audio File 2.mp3,-0.5750323814223154,0.8400172700919013,Yellow
0:02:41.071000,Audio File 2.mp3,-0.5750323814223154,0.916499105655955,Yellow
0:03:19.772000,Audio File 2.mp3,-0.6441127490285573,0.672250663048171,Yellow
0:03:20.285000,Audio File 2.mp3,-0.6613828409301178,0.5513600197372479,Yellow
0:03:21.087000,Audio File 2.mp3,-0.6909887127613643,0.3712576327638315,Yellow
0:03:21.670000,Audio File 2.mp3,-0.7477333004379202,0.21089249367791263,Yellow
0:03:22.305000,Audio File 2.mp3,-0.7798063282551039,0.05299451057793125,Yellow
0:03:23.488000,Audio File 2.mp3,-0.839018071917597,-0.038290260901745476,Red
0:03:24.087000,Audio File 2.mp3,-0.876025411706655,-0.17645099611422932,Red
0:03:28.370000,Audio File 2.mp3,-0.8858940356504039,-0.29240732745327835,Red
