Duration (hh:mm:ss.ms),Song,Valence,Arousal,Quadrant Color
0:00:05.931000,Audio File 9.mp3,0.02499174281625005,-0.7779368050203677,Blue
0:00:06.052000,Audio File 9.mp3,0.02499174281625005,-0.7779368050203677,Blue
0:00:27.331000,Audio File 9.mp3,0.04701089948254977,-0.2670923703622152,Blue
0:00:27.868000,Audio File 9.mp3,-0.0058350765165695595,-0.20103490036331606,Red
0:00:28.477000,Audio File 9.mp3,0.002972586149950329,0.027964328966200602,Green
0:00:28.889000,Audio File 9.mp3,-0.023450401849609115,0.21732907629637777,Yellow
0:00:29.527000,Audio File 9.mp3,-0.04106572718264889,0.5079819442915336,Yellow
0:00:31.304000,Audio File 9.mp3,-0.04106572718264889,0.8118463062864691,Yellow
0:00:35.841000,Audio File 9.mp3,-0.11593085984806795,0.40669382362655493,Yellow
0:00:58.853000,Audio File 9.mp3,-0.1335461851811075,0.15567543763073877,Yellow
0:00:59.364000,Audio File 9.mp3,-0.10271936584828811,0.07200264229879982,Yellow
0:01:00.350000,Audio File 9.mp3,-0.1819883298469669,-0.03368930969943862,Red
0:01:12.859000,Audio File 9.mp3,-0.10712319718154806,0.7722118242871296,Yellow
0:01:28.683000,Audio File 9.mp3,-0.12914235384784778,0.7678079929538697,Yellow
0:01:29.129000,Audio File 9.mp3,-0.11593085984806795,0.8294616316195089,Yellow
0:01:29.451000,Audio File 9.mp3,-0.11593085984806795,0.8294616316195089,Yellow
0:01:46.038000,Audio File 9.mp3,0.007376417483210274,0.6092700649565121,Green
0:01:47.282000,Audio File 9.mp3,0.10426070681492905,0.7854233182869095,Green
0:02:00.705000,Audio File 9.mp3,-0.023450401849609115,0.7634041616206098,Yellow
0:02:06.848000,Audio File 9.mp3,-0.023450401849609115,0.7678079929538697,Yellow
0:02:07.334000,Audio File 9.mp3,-0.03666189584938895,0.8955191016184081,Yellow
0:02:17.747000,Audio File 9.mp3,0.002972586149950329,0.9527689089507869,Green
0:02:26.547000,Audio File 9.mp3,-0.01904657051634917,0.9835957282836065,Yellow
0:02:27.139000,Audio File 9.mp3,-0.07629637784872845,0.9615765716173068,Yellow
0:02:32.772000,Audio File 9.mp3,-0.054277221182428725,0.4551359682924143,Yellow
0:02:33.160000,Audio File 9.mp3,-0.054277221182428725,0.3010018716283165,Yellow
0:02:33.634000,Audio File 9.mp3,-0.023450401849609115,0.09842563029835949,Yellow
0:02:41.013000,Audio File 9.mp3,-0.0718925465154685,-0.5137069250247716,Red
0:02:41.705000,Audio File 9.mp3,-0.054277221182428725,-0.685456347021909,Red
0:02:56.602000,Audio File 9.mp3,-0.08510404051524834,0.7678079929538697,Yellow
0:03:02.912000,Audio File 9.mp3,-0.08070020918198839,0.5211934382913133,Yellow
0:03:03.522000,Audio File 9.mp3,-0.08070020918198839,0.38467466696025543,Yellow
0:03:04.513000,Audio File 9.mp3,-0.06308488384894861,0.24375206429593743,Yellow
