Duration (hh:mm:ss.ms),Song,Valence,Arousal,Quadrant Color
0:00:06.820000,Audio File 11.mp3,0.27624774706486743,0.2976569474623949,Green
0:00:07.248000,Audio File 11.mp3,0.2459278723870162,0.4863139454579142,Green
0:00:07.706000,Audio File 11.mp3,0.2661411221722503,0.6951841932386678,Green
0:00:12.220000,Audio File 11.mp3,0.30993649670692447,0.759192817558576,Green
0:00:12.710000,Audio File 11.mp3,0.24929674735122176,0.7928815672006331,Green
0:00:37.059000,Audio File 11.mp3,0.22908349756598767,0.9107921909478329,Green
0:01:18.484000,Audio File 11.mp3,0.33844942935852007,0.8591105863833137,Green
0:01:50.304000,Audio File 11.mp3,0.2585104289649742,0.6741440377804016,Green
0:01:50.803000,Audio File 11.mp3,0.2663813459268003,0.8197560015741838,Green
0:01:51.704000,Audio File 11.mp3,0.27425226288862636,0.8551751279024007,Green
0:02:06.417000,Audio File 11.mp3,0.1365112160566706,0.9299488390397483,Green
0:02:06.910000,Audio File 11.mp3,0.030253837072018896,0.9535615899252265,Green
0:02:07.604000,Audio File 11.mp3,0.00664108618654069,0.9811097992916178,Green
0:02:08.685000,Audio File 11.mp3,-0.024842581660763585,0.9574970484061396,Yellow
0:02:21.742000,Audio File 11.mp3,0.12165486029122374,0.6859504132231407,Green
0:02:22.208000,Audio File 11.mp3,0.16888036206218016,0.5678866587957498,Green
0:02:22.550000,Audio File 11.mp3,0.25152499016135366,0.42621015348288105,Green
0:03:19.274000,Audio File 11.mp3,0.2554604486422667,0.6584022038567496,Green
