Duration (hh:mm:ss.ms),Song,Valence,Arousal,Quadrant Color
0:00:01.398000,Audio File 8.mp3,0.29280904280904285,-0.688163688163688,Blue
0:01:11.281000,Audio File 8.mp3,0.44265919265919274,-0.4532134532134531,Blue
0:01:12.295000,Audio File 8.mp3,0.5851093351093353,-0.44766344766344746,Blue
0:01:45.395000,Audio File 8.mp3,0.574009324009324,-0.3570133570133568,Blue
0:01:46.166000,Audio File 8.mp3,0.5592093092093093,-0.1868131868131866,Blue
0:01:46.644000,Audio File 8.mp3,0.5499592999592999,-0.011063011063010775,Blue
0:01:47.527000,Audio File 8.mp3,0.5499592999592999,0.05553705553705579,Green
0:02:46.062000,Audio File 8.mp3,0.37975912975912984,-0.527213527213527,Blue
0:02:46.622000,Audio File 8.mp3,0.5721593221593222,-0.5383135383135381,Blue
0:02:47.358000,Audio File 8.mp3,0.3927091427091427,-0.6604136604136602,Blue
0:02:47.859000,Audio File 8.mp3,0.4130591630591631,-0.7492137492137491,Blue
0:02:48.574000,Audio File 8.mp3,0.5000092500092501,-0.7862137862137861,Blue
0:02:49.640000,Audio File 8.mp3,0.6757594257594259,-0.8324638324638323,Blue
