Duration (hh:mm:ss.ms),Song,Valence,Arousal,Quadrant Color
0:00:01.737000,Audio File 8.mp3,0.2444056960185994,-0.6200058122638767,Blue
0:00:12.155000,Audio File 8.mp3,0.3606509735541994,-0.5851322290031968,Blue
0:00:36.423000,Audio File 8.mp3,0.4350479511769836,-0.2875443185120605,Blue
0:00:37.621000,Audio File 8.mp3,0.4187736123219996,-0.07597791339726823,Blue
0:00:53.089000,Audio File 8.mp3,0.4257483289741355,0.09141528625399586,Green
0:01:31.571000,Audio File 8.mp3,0.4768962510897996,0.24485905260098817,Green
0:02:29.990000,Audio File 8.mp3,0.5024702121476317,0.32855565242662,Green
0:02:30.554000,Audio File 8.mp3,0.5071200232490556,0.07514094739901189,Green
0:02:30.989000,Audio File 8.mp3,0.5071200232490556,-0.05737866899157229,Blue
0:02:31.620000,Audio File 8.mp3,0.5001453065969197,-0.21314734088927634,Blue
0:02:32.538000,Audio File 8.mp3,0.48852077884335965,-0.3549665794827086,Blue
0:02:33.605000,Audio File 8.mp3,0.48852077884335965,-0.44563789596047654,Blue
0:02:37.154000,Audio File 8.mp3,0.46062191223481563,-0.6037314734088928,Blue
