Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category
000:01:16.577000,14.4.csv,Audio File 14.mp3,-0.2,0.830774194,Yellow,Audio File 14,117.4538352,31.64560158,153.9950284,-0.318181818,0.169098095,-20.33078256,76.577,-54.81178977,54.81178977,-7.541091453,-31.81818182,31.81818182,31.81818182,0.199484972,0.199484972,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:01:16.817000,14.7.csv,Audio File 14.mp3,0.416880769,0.327148159,Green,Audio File 14,117.4538352,31.64560158,135.7244318,0,0.194331935,0,76.817,0,0,84.71159399,0,0,0,-0.503626035,0.503626035,Small Change (0-5%),No Change
000:01:17.497000,14.4.csv,Audio File 14.mp3,-0.158064516,0.601741935,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0.146219413,0,77.497,0,0,0,0,0,0,0.274593777,0.274593777,Small Change (0-5%),No Change
000:01:17.683000,14.7.csv,Audio File 14.mp3,0.344561804,0.521267485,Green,Audio File 14,172.265625,31.64560158,135.7244318,0.466666667,0.155440457,294.6870418,77.683,54.81178977,54.81178977,1584.338934,46.66666667,46.66666667,46.66666667,-0.08047445,0.08047445,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:01:18.016000,14.3.csv,Audio File 14.mp3,-0.203089092,0.458357829,Yellow,Audio File 14,172.265625,31.64560158,153.9950284,0,0.146219413,0,78.016,0,0,-884.9460714,0,0,0,-0.062909656,0.062909656,Small Change (0-5%),No Change
000:01:18.247000,14.4.csv,Audio File 14.mp3,-0.216129032,0.411419355,Yellow,Audio File 14,172.265625,0,172.265625,0,0.146219413,0,78.247,0,0,0,0,0,0,-0.046938474,0.046938474,Small Change (0-5%),No Change
000:01:18.498000,14.7.csv,Audio File 14.mp3,0.247502141,0.601198972,Green,Audio File 14,172.265625,0,172.265625,0,0.068499184,0,78.498,0,0,0,0,0,0,0.189779617,0.189779617,Small Change (0-5%),No Change
000:01:18.598000,14.3.csv,Audio File 14.mp3,-0.254752107,0.657883954,Yellow,Audio File 14,178.205819,3.429572585,174.2456897,0.034482759,0.006560799,59.40193966,78.598,5.940193966,5.940193966,594.0193966,3.448275862,3.448275862,3.448275862,0.056684982,0.056684982,Small Change (0-5%),Increase in Tempo → Increase in Arousal
000:01:21.332000,14.3.csv,Audio File 14.mp3,-0.320666987,0.768335916,Yellow,Audio File 14,97.50884434,44.97381437,149.3267628,-0.452830189,0.106953194,-29.51608435,81.332,-80.69697463,80.69697463,-32.52305194,-45.28301887,45.28301887,45.28301887,0.110451962,0.110451962,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:01:22.644000,14.5.csv,Audio File 14.mp3,0.25483871,0.524322581,Green,Audio File 14,120.1853198,41.61851066,131.966661,0.23255814,0.212076994,17.28389895,82.644,22.67647543,22.67647543,35.67071899,23.25581395,23.25581395,23.25581395,-0.244013336,0.244013336,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:01:22.916000,14.19.csv,Audio File 14.mp3,-0.093911703,0.671077838,Yellow,Audio File 14,120.1853198,13.09226919,112.6264946,0,0.244264536,0,82.916,0,0,-63.54374615,0,0,0,0.146755257,0.146755257,Small Change (0-5%),No Change
000:01:23.184000,14.4.csv,Audio File 14.mp3,-0.24516129,0.375935484,Yellow,Audio File 14,120.1853198,0,120.1853198,0,0.14387214,0,83.184,0,0,0,0,0,0,-0.295142354,0.295142354,Small Change (0-5%),No Change
000:01:23.807000,14.4.csv,Audio File 14.mp3,-0.261290323,0.443677419,Yellow,Audio File 14,178.205819,33.49815083,139.5254862,0.482758621,0.11877709,93.13081733,83.807,58.0204992,58.0204992,149.4876683,48.27586207,48.27586207,48.27586207,0.067741935,0.067741935,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:01:26.653000,14.14.csv,Audio File 14.mp3,-0.110608921,0.695711044,Yellow,Audio File 14,178.205819,33.49815083,158.8656526,0,0.15031487,0,86.653,0,0,-32.72340736,0,0,0,0.252033624,0.252033624,Small Change (0-5%),No Change
000:01:27.889000,14.11.csv,Audio File 14.mp3,-0.088319717,0.430498404,Yellow,Audio File 14,117.4538352,35.07517417,157.9551577,-0.340909091,0.224334135,-49.1520904,87.889,-60.75198374,60.75198374,-39.76706343,-34.09090909,34.09090909,34.09090909,-0.26521264,0.26521264,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:01:32.762000,14.4.csv,Audio File 14.mp3,-0.329032258,0.669483871,Yellow,Audio File 14,114.84375,35.8524008,136.8344681,-0.022222222,0.231643031,-0.53562184,92.762,-2.610085227,2.610085227,9.976701942,-2.222222222,2.222222222,2.222222222,0.238985467,0.238985467,Small Change (0-5%),Decrease in Tempo → Increase in Arousal
000:01:33.206000,14.8.csv,Audio File 14.mp3,0.165377451,0.58990014,Green,Audio File 14,114.84375,1.506933409,115.7137784,0,0.16569789,0,93.206,0,0,1.206355496,0,0,0,-0.079583731,0.079583731,Small Change (0-5%),No Change
000:01:33.337000,14.17.csv,Audio File 14.mp3,0.185288123,0.712028568,Green,Audio File 14,114.84375,0,114.84375,0,0.091678625,0,93.337,0,0,0,0,0,0,0.122128428,0.122128428,Small Change (0-5%),No Change
000:01:33.490000,14.20.csv,Audio File 14.mp3,0.236375647,0.728173511,Green,Audio File 14,114.84375,0,114.84375,0,0.004340979,0,93.49,0,0,0,0,0,0,0.016144943,0.016144943,Small Change (0-5%),No Change
000:01:33.749000,14.2.csv,Audio File 14.mp3,-0.089285714,0.75487013,Yellow,Audio File 14,178.205819,36.58210757,135.9644397,0.551724138,0.089685479,244.6411929,93.749,63.36206897,63.36206897,944.5605904,55.17241379,55.17241379,55.17241379,0.026696619,0.026696619,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:01:34.503000,14.1.csv,Audio File 14.mp3,0.089629085,0.841840916,Green,Audio File 14,178.205819,36.58210757,157.0851293,0,0.167312406,0,94.503,0,0,-324.4578155,0,0,0,0.086970786,0.086970786,Small Change (0-5%),No Change
000:01:36.669000,14.12.csv,Audio File 14.mp3,-0.009752438,0.405901475,Yellow,Audio File 14,172.265625,3.429572585,176.2257543,-0.033333333,0.173799487,-2.742471822,96.669,-5.940193966,5.940193966,-1.266145809,-3.333333333,3.333333333,3.333333333,-0.435939441,0.435939441,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal
000:01:37.050000,14.12.csv,Audio File 14.mp3,-0.009752438,0.390897724,Yellow,Audio File 14,172.265625,3.429572585,174.2456897,0,0.090674807,0,97.05,0,0,7.198088771,0,0,0,-0.015003751,0.015003751,Small Change (0-5%),No Change
000:01:39.194000,14.4.csv,Audio File 14.mp3,-0.564516129,0.47916129,Yellow,Audio File 14,117.4538352,31.64560158,153.9950284,-0.318181818,0.081547065,-25.56520045,99.194,-54.81178977,54.81178977,-11.92406738,-31.81818182,31.81818182,31.81818182,0.088263566,0.088263566,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:01:40.533000,14.3.csv,Audio File 14.mp3,-0.570074644,0.796839649,Yellow,Audio File 14,161.4990234,29.04086377,150.4061612,0.375,0.139420963,32.89409127,100.533,44.04518821,44.04518821,43.65891839,37.5,37.5,37.5,0.317678358,0.317678358,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:01:40.605000,14.4.csv,Audio File 14.mp3,-0.664516129,0.569483871,Yellow,Audio File 14,161.4990234,25.42950127,146.817294,0,0.190595191,0,100.605,0,0,-456.8623787,0,0,0,-0.227355778,0.227355778,Small Change (0-5%),No Change
000:01:41.925000,14.15.csv,Audio File 14.mp3,0.210673039,0.690163282,Green,Audio File 14,178.205819,9.645672895,167.0679553,0.103448276,0.141341016,12.65666328,101.925,16.70679553,16.70679553,9.588381272,10.34482759,10.34482759,10.34482759,0.120679411,0.120679411,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal
000:01:41.930000,14.3.csv,Audio File 14.mp3,-0.908556464,0.748739601,Yellow,Audio File 14,178.205819,9.645672895,172.6368871,0,0.095604238,0,101.93,0,0,-2531.332656,0,0,0,0.058576319,0.058576319,Small Change (0-5%),No Change
000:01:42.384000,14.4.csv,Audio File 14.mp3,-0.825806452,0.637225806,Yellow,Audio File 14,178.205819,0,178.205819,0,0.037869211,0,102.384,0,0,0,0,0,0,-0.111513794,0.111513794,Small Change (0-5%),No Change
000:01:42.553000,14.15.csv,Audio File 14.mp3,0.270410195,0.726005575,Green,Audio File 14,117.4538352,35.07517417,157.9551577,-0.340909091,0.092643468,-359.4791937,102.553,-60.75198374,60.75198374,-2127.095821,-34.09090909,34.09090909,34.09090909,0.088779769,0.088779769,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:01:50.155000,14.20.csv,Audio File 14.mp3,0.253990972,0.781019487,Green,Audio File 14,117.4538352,35.07517417,137.7044965,0,0.158923717,0,110.155,0,0,47.28744984,0,0,0,0.055013911,0.055013911,Small Change (0-5%),No Change
000:01:52.665000,14.19.csv,Audio File 14.mp3,-0.199603655,0.477309259,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0.158923717,0,112.665,0,0,0,0,0,0,-0.303710228,0.303710228,Small Change (0-5%),No Change
000:01:53.382000,14.19.csv,Audio File 14.mp3,-0.296487945,0.530155235,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0.084904451,0,113.382,0,0,0,0,0,0,0.052845976,0.052845976,Small Change (0-5%),No Change
000:01:54.229000,14.10.csv,Audio File 14.mp3,0.145490454,0.461509765,Green,Audio File 14,117.4538352,0,117.4538352,0,0,0,114.229,0,0,0,0,0,0,-0.06864547,0.06864547,Small Change (0-5%),No Change
000:01:54.789000,14.4.csv,Audio File 14.mp3,-0.774193548,0.743677419,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,114.789,0,0,0,0,0,0,0.282167654,0.282167654,Small Change (0-5%),No Change
000:01:56.797000,14.2.csv,Audio File 14.mp3,-0.113636364,0.800324675,Yellow,Audio File 14,89.10290948,16.36841461,108.0035266,-0.24137931,0.050518149,-14.11898692,116.797,-28.35092574,28.35092574,-7.03136799,-24.13793103,24.13793103,24.13793103,0.056647256,0.056647256,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:01:56.832000,14.7.csv,Audio File 14.mp3,-0.144542773,0.603102103,Yellow,Audio File 14,89.10290948,16.36841461,98.55321806,0,0.105880503,0,116.832,0,0,403.3996264,0,0,0,-0.197222572,0.197222572,Small Change (0-5%),No Change
000:01:57.476000,14.18.csv,Audio File 14.mp3,0.118737131,0.399399451,Green,Audio File 14,89.10290948,0,89.10290948,0,0.105880503,0,117.476,0,0,0,0,0,0,-0.203702652,0.203702652,Small Change (0-5%),No Change
000:01:57.912000,14.18.csv,Audio File 14.mp3,0.105010295,0.344492107,Green,Audio File 14,120.1853198,17.94543794,99.46371291,0.348837209,0.115503008,71.28993185,117.912,31.08241028,31.08241028,163.509018,34.88372093,34.88372093,34.88372093,-0.054907344,0.054907344,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:02.695000,14.4.csv,Audio File 14.mp3,-0.832258065,0.817870968,Yellow,Audio File 14,166.7086694,39.05805988,125.3322995,0.387096774,0.164019329,9.726813629,122.695,46.52334959,46.52334959,-12.87123525,38.70967742,38.70967742,38.70967742,0.473378861,0.473378861,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:02:03.737000,14.4.csv,Audio File 14.mp3,-0.890322581,0.882387097,Yellow,Audio File 14,166.7086694,26.86026841,151.2008862,0,0.223234741,0,123.737,0,0,-9.334753963,0,0,0,0.064516129,0.064516129,Small Change (0-5%),No Change
000:02:04.862000,14.4.csv,Audio File 14.mp3,-0.941935484,0.921096774,Yellow,Audio File 14,112.3471467,31.38563972,148.5881618,-0.326086957,0.233502657,-48.32135344,124.862,-54.36152262,54.36152262,-42.95231417,-32.60869565,32.60869565,32.60869565,0.038709677,0.038709677,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:02:05.315000,14.3.csv,Audio File 14.mp3,-0.954875029,0.919761994,Yellow,Audio File 14,112.3471467,31.38563972,130.4676543,0,0.209811519,0,125.315,0,0,106.6696544,0,0,0,-0.00133478,0.00133478,Small Change (0-5%),No Change
000:02:07.068000,14.8.csv,Audio File 14.mp3,0.173138614,0.284627723,Green,Audio File 14,178.205819,38.02352214,134.3000375,0.586206897,0.24497067,37.56912278,127.068,65.85867223,65.85867223,21.43133073,58.62068966,58.62068966,58.62068966,-0.635134271,0.635134271,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:07.583000,14.5.csv,Audio File 14.mp3,0.270967742,0.659806452,Green,Audio File 14,89.10290948,46.21866101,126.5519584,-0.5,0.296300401,-173.0153582,127.583,-89.10290948,89.10290948,-408.9019048,-50,50,50,0.375178729,0.375178729,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:02:07.797000,14.2.csv,Audio File 14.mp3,-0.180194805,0.863636364,Yellow,Audio File 14,89.10290948,51.44358878,118.8038793,0,0.360450431,0,127.797,0,0,808.4829823,0,0,0,0.203829912,0.203829912,Small Change (0-5%),No Change
000:02:08.203000,14.8.csv,Audio File 14.mp3,0.214531484,0.178558493,Green,Audio File 14,89.10290948,0,89.10290948,0,0.266075868,0,128.203,0,0,0,0,0,0,-0.68507787,0.68507787,Small Change (0-5%),No Change
000:02:08.464000,14.1.csv,Audio File 14.mp3,-0.158348219,0.858652937,Yellow,Audio File 14,89.10290948,0,89.10290948,0,0.144337567,0,128.464,0,0,0,0,0,0,0.680094444,0.680094444,Small Change (0-5%),No Change
000:02:08.835000,14.8.csv,Audio File 14.mp3,0.232640865,-0.010296476,Blue,Audio File 14,117.4538352,16.36841461,98.55321806,0.318181818,0.055362355,76.41758961,128.835,28.35092574,28.35092574,205.9773305,31.81818182,31.81818182,31.81818182,-0.868949413,0.868949413,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:10.354000,14.9.csv,Audio File 14.mp3,0.070269017,0.200834879,Green,Audio File 14,178.205819,45.52271777,128.2541879,0.517241379,0.173676146,39.99472267,130.354,60.75198374,60.75198374,-23.97818758,51.72413793,51.72413793,51.72413793,0.211131356,0.211131356,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:02:11.268000,14.9.csv,Audio File 14.mp3,0.072588126,0.091836735,Green,Audio File 14,172.265625,33.49234174,155.9750931,-0.033333333,0.245252407,-6.499118124,131.268,-5.940193966,5.940193966,-50.86853479,-3.333333333,3.333333333,3.333333333,-0.108998145,0.108998145,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal
000:02:11.487000,14.1.csv,Audio File 14.mp3,-0.179363245,0.917495009,Yellow,Audio File 14,172.265625,3.429572585,174.2456897,0,0.196450851,0,131.487,0,0,29.67633847,0,0,0,0.825658274,0.825658274,Small Change (0-5%),No Change
000:02:12.668000,14.18.csv,Audio File 14.mp3,0.05353466,0.553826356,Green,Audio File 14,120.1853198,30.06857825,154.9055233,-0.302325581,0.142840107,-44.0984803,132.668,-52.08030523,52.08030523,-37.33994945,-30.23255814,30.23255814,30.23255814,-0.363668653,0.363668653,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:02:13.218000,14.14.csv,Audio File 14.mp3,-0.211682591,0.836832771,Yellow,Audio File 14,120.1853198,30.06857825,137.5454215,0,0.144133297,0,133.218,0,0,80.17905509,0,0,0,0.283006415,0.283006415,Small Change (0-5%),No Change
000:02:17.642000,14.6.csv,Audio File 14.mp3,0.646515057,0.345696516,Green,Audio File 14,178.205819,33.49815083,139.5254862,0.482758621,0.217601249,13.11494105,137.642,58.0204992,58.0204992,2.964498429,48.27586207,48.27586207,48.27586207,-0.491136255,0.491136255,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:17.651000,14.7.csv,Audio File 14.mp3,-0.117898944,0.717289942,Yellow,Audio File 14,178.205819,33.49815083,158.8656526,0,0.223184321,0,137.651,0,0,-1457.215672,0,0,0,0.371593426,0.371593426,Small Change (0-5%),No Change
000:02:17.683000,14.4.csv,Audio File 14.mp3,-0.893548387,0.946903226,Yellow,Audio File 14,178.205819,0,178.205819,0,0.15031487,0,137.683,0,0,0,0,0,0,0.229613284,0.229613284,Small Change (0-5%),No Change
000:02:18.381000,14.7.csv,Audio File 14.mp3,-0.045579979,0.814349605,Yellow,Audio File 14,178.205819,0,178.205819,0,0.07028612,0,138.381,0,0,0,0,0,0,-0.132553621,0.132553621,Small Change (0-5%),No Change
000:02:19.733000,14.13.csv,Audio File 14.mp3,0.084721882,0.701543739,Green,Audio File 14,117.4538352,35.07517417,157.9551577,-0.340909091,0.074019265,-44.93489921,139.733,-60.75198374,60.75198374,-33.2358722,-34.09090909,34.09090909,34.09090909,-0.112805866,0.112805866,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:02:20.469000,14.13.csv,Audio File 14.mp3,-0.01329331,0.797108552,Yellow,Audio File 14,117.4538352,35.07517417,137.7044965,0,0.158923717,0,140.469,0,0,61.05285219,0,0,0,0.095564813,0.095564813,Small Change (0-5%),No Change
000:02:22.360000,14.19.csv,Audio File 14.mp3,-0.080700209,0.450886271,Yellow,Audio File 14,178.205819,35.07517417,137.7044965,0.517241379,0.243828168,32.12690838,142.36,60.75198374,60.75198374,16.98937513,51.72413793,51.72413793,51.72413793,-0.346222281,0.346222281,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:23.422000,14.19.csv,Audio File 14.mp3,-0.063084884,0.560982054,Yellow,Audio File 14,117.4538352,35.07517417,137.7044965,-0.340909091,0.254713354,-57.20525776,143.422,-60.75198374,60.75198374,-84.11691726,-34.09090909,34.09090909,34.09090909,0.110095783,0.110095783,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:02:23.819000,14.8.csv,Audio File 14.mp3,0.315426605,0.069902209,Green,Audio File 14,178.205819,35.07517417,157.9551577,0.517241379,0.243828168,153.0276668,143.819,60.75198374,60.75198374,529.5539663,51.72413793,51.72413793,51.72413793,-0.491079845,0.491079845,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:24.103000,14.10.csv,Audio File 14.mp3,0.127935045,0.586592056,Green,Audio File 14,178.205819,35.07517417,157.9551577,0,0.232942982,0,144.103,0,0,-538.8298128,0,0,0,0.516689847,0.516689847,Small Change (0-5%),No Change
000:02:24.137000,14.19.csv,Audio File 14.mp3,-0.071892547,0.666674006,Yellow,Audio File 14,178.205819,0,178.205819,0,0.148038531,0,144.137,0,0,0,0,0,0,0.08008195,0.08008195,Small Change (0-5%),No Change
000:02:24.334000,14.8.csv,Audio File 14.mp3,0.230053811,0.287214777,Green,Audio File 14,178.205819,0,178.205819,0,0.074019265,0,144.334,0,0,0,0,0,0,-0.379459229,0.379459229,Small Change (0-5%),No Change
000:02:25.035000,14.8.csv,Audio File 14.mp3,0.206770321,0.398458116,Green,Audio File 14,117.4538352,35.07517417,157.9551577,-0.340909091,0.074019265,-86.66474142,145.035,-60.75198374,60.75198374,-123.630159,-34.09090909,34.09090909,34.09090909,0.111243338,0.111243338,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:02:25.322000,14.10.csv,Audio File 14.mp3,0.152073733,0.452732061,Green,Audio File 14,117.4538352,35.07517417,137.7044965,0,0.158923717,0,145.322,0,0,301.9677402,0,0,0,0.054273945,0.054273945,Small Change (0-5%),No Change
000:02:25.990000,14.10.csv,Audio File 14.mp3,0.149879307,0.349594031,Green,Audio File 14,172.265625,31.64560158,135.7244318,0.466666667,0.236643945,82.0535775,145.99,54.81178977,54.81178977,122.8346969,46.66666667,46.66666667,46.66666667,-0.103138029,0.103138029,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:36.407000,14.10.csv,Audio File 14.mp3,0.156462585,0.092846171,Green,Audio File 14,114.84375,32.42534135,134.8544034,-0.333333333,0.242773691,-5.512323606,156.407,-57.421875,57.421875,-8.406057513,-33.33333333,33.33333333,33.33333333,-0.25674786,0.25674786,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:02:39.403000,14.16.csv,Audio File 14.mp3,-0.144861623,0.206697323,Yellow,Audio File 14,172.265625,33.15253499,153.125,0.5,0.230038024,19.16617991,159.403,57.421875,57.421875,8.237150705,50,50,50,0.113851153,0.113851153,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:02:39.833000,14.3.csv,Audio File 14.mp3,-0.888960148,0.599095007,Yellow,Audio File 14,117.4538352,32.42534135,134.8544034,-0.318181818,0.232466806,-127.4692785,159.833,-54.81178977,54.81178977,-341.0126941,-31.81818182,31.81818182,31.81818182,0.392397683,0.392397683,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:02:39.932000,14.16.csv,Audio File 14.mp3,-0.154968248,0.0618357,Yellow,Audio File 14,117.4538352,31.64560158,135.7244318,0,0.230038024,0,159.932,0,0,1287.56847,0,0,0,-0.537259307,0.537259307,Small Change (0-5%),No Change
000:02:40.326000,14.16.csv,Audio File 14.mp3,-0.198763623,-0.039230549,Red,Audio File 14,117.4538352,0,117.4538352,0,0.15786924,0,160.326,0,0,0,0,0,0,-0.101066249,0.101066249,Small Change (0-5%),No Change
000:02:40.581000,14.3.csv,Audio File 14.mp3,-0.888960148,0.360376249,Yellow,Audio File 14,172.265625,31.64560158,135.7244318,0.466666667,0.155440457,214.9481952,160.581,54.81178977,54.81178977,842.9340988,46.66666667,46.66666667,46.66666667,0.399606798,0.399606798,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:02:40.646000,14.4.csv,Audio File 14.mp3,-0.916129032,0.582387097,Yellow,Audio File 14,172.265625,31.64560158,153.9950284,0,0.146219413,0,160.646,0,0,-3306.895311,0,0,0,0.222010848,0.222010848,Small Change (0-5%),No Change
000:02:40.707000,14.16.csv,Audio File 14.mp3,-0.198763623,-0.130190173,Red,Audio File 14,172.265625,0,172.265625,0,0.146219413,0,160.707,0,0,0,0,0,0,-0.71257727,0.71257727,Small Change (0-5%),No Change
000:02:40.783000,14.2.csv,Audio File 14.mp3,-0.256493506,0.840909091,Yellow,Audio File 14,172.265625,0,172.265625,0,0.068499184,0,160.783,0,0,0,0,0,0,0.971099264,0.971099264,Small Change (0-5%),No Change
000:02:41.077000,14.16.csv,Audio File 14.mp3,-0.0134755,-0.258207422,Red,Audio File 14,172.265625,0,172.265625,0,0,0,161.077,0,0,0,0,0,0,-1.099116513,1.099116513,Small Change (0-5%),No Change
000:02:41.283000,14.11.csv,Audio File 14.mp3,-0.107338566,0.382324013,Yellow,Audio File 14,172.265625,0,172.265625,0,0,0,161.283,0,0,0,0,0,0,0.640531435,0.640531435,Small Change (0-5%),No Change
000:02:41.383000,14.13.csv,Audio File 14.mp3,-0.040247488,0.520215633,Yellow,Audio File 14,172.265625,0,172.265625,0,0,0,161.383,0,0,0,0,0,0,0.13789162,0.13789162,Small Change (0-5%),No Change
000:02:41.532000,14.4.csv,Audio File 14.mp3,-0.864516129,0.48883871,Yellow,Audio File 14,117.4538352,31.64560158,153.9950284,-0.318181818,0.068499184,-367.8643609,161.532,-54.81178977,54.81178977,-2468.888328,-31.81818182,31.81818182,31.81818182,-0.031376924,0.031376924,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:02:41.711000,14.2.csv,Audio File 14.mp3,-0.225649351,0.685064935,Yellow,Audio File 14,117.4538352,31.64560158,135.7244318,0,0.146219413,0,161.711,0,0,2055.108161,0,0,0,0.196226225,0.196226225,Small Change (0-5%),No Change
000:02:41.758000,14.9.csv,Audio File 14.mp3,0.105055659,-0.014842301,Blue,Audio File 14,117.4538352,0,117.4538352,0,0.146219413,0,161.758,0,0,0,0,0,0,-0.699907236,0.699907236,Small Change (0-5%),No Change
000:02:41.823000,14.16.csv,Audio File 14.mp3,-0.148230498,-0.190829922,Red,Audio File 14,117.4538352,0,117.4538352,0,0.077720229,0,161.823,0,0,0,0,0,0,-0.175987622,0.175987622,Small Change (0-5%),No Change
000:02:41.897000,14.13.csv,Audio File 14.mp3,-0.030445969,0.392795883,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,161.897,0,0,0,0,0,0,0.583625806,0.583625806,Small Change (0-5%),No Change
000:02:41.899000,14.11.csv,Audio File 14.mp3,-0.147483892,0.247837171,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,161.899,0,0,0,0,0,0,-0.144958713,0.144958713,Small Change (0-5%),No Change
000:02:42.017000,14.4.csv,Audio File 14.mp3,-0.919354839,0.324322581,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,162.017,0,0,0,0,0,0,0.07648541,0.07648541,Small Change (0-5%),No Change
000:02:42.031000,14.3.csv,Audio File 14.mp3,-0.912119431,0.146598258,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,162.031,0,0,0,0,0,0,-0.177724323,0.177724323,Small Change (0-5%),No Change
000:02:42.128000,14.2.csv,Audio File 14.mp3,-0.198051948,0.551948052,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,162.128,0,0,0,0,0,0,0.405349794,0.405349794,Small Change (0-5%),No Change
000:02:42.150000,14.16.csv,Audio File 14.mp3,-0.101066249,-0.305371671,Red,Audio File 14,117.4538352,0,117.4538352,0,0,0,162.15,0,0,0,0,0,0,-0.857319723,0.857319723,Small Change (0-5%),No Change
000:02:42.234000,14.9.csv,Audio File 14.mp3,0.102736549,-0.19109462,Blue,Audio File 14,117.4538352,0,117.4538352,0,0,0,162.234,0,0,0,0,0,0,0.114277051,0.114277051,Small Change (0-5%),No Change
000:02:42.399000,14.13.csv,Audio File 14.mp3,-0.094155844,0.265376133,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,162.399,0,0,0,0,0,0,0.456470753,0.456470753,Small Change (0-5%),No Change
000:02:42.467000,14.11.csv,Audio File 14.mp3,-0.147483892,0.171561051,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,162.467,0,0,0,0,0,0,-0.093815082,0.093815082,Small Change (0-5%),No Change
000:02:42.727000,14.2.csv,Audio File 14.mp3,-0.125,0.480519481,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,162.727,0,0,0,0,0,0,0.30895843,0.30895843,Small Change (0-5%),No Change
000:02:42.801000,14.9.csv,Audio File 14.mp3,0.102736549,-0.334879406,Blue,Audio File 14,117.4538352,0,117.4538352,0,0,0,162.801,0,0,0,0,0,0,-0.815398887,0.815398887,Small Change (0-5%),No Change
000:02:43.067000,14.11.csv,Audio File 14.mp3,-0.157520223,0.039081475,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,163.067,0,0,0,0,0,0,0.373960881,0.373960881,Small Change (0-5%),No Change
000:02:43.129000,14.3.csv,Audio File 14.mp3,-0.648459908,0.089590793,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,163.129,0,0,0,0,0,0,0.050509318,0.050509318,Small Change (0-5%),No Change
000:02:43.294000,14.2.csv,Audio File 14.mp3,-0.125,0.402597403,Yellow,Audio File 14,117.4538352,0,117.4538352,0,0,0,163.294,0,0,0,0,0,0,0.313006609,0.313006609,Small Change (0-5%),No Change
