Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category
000:01:50.822000,15.2.csv,Audio File 15.mp3,-0.345528233,0.701681363,Yellow,Audio File 15,107.6660156,20.72033437,119.6289063,0,0.162953289,0,110.822,0,0,69.58203068,0,0,0,-0.06318535,0.06318535,Small Change (0-5%),No Change
000:01:51.921000,15.2.csv,Audio File 15.mp3,-0.246946711,0.765211676,Yellow,Audio File 15,107.6660156,0,107.6660156,0,0.115470054,0,111.921,0,0,0,0,0,0,0.063530314,0.063530314,Small Change (0-5%),No Change
000:01:52.520000,15.2.csv,Audio File 15.mp3,-0.126458185,0.830932691,Yellow,Audio File 15,143.5546875,20.72033437,119.6289063,0.333333333,0.115470054,59.91431031,112.52,35.88867188,35.88867188,100.0238903,33.33333333,33.33333333,33.33333333,0.065721014,0.065721014,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:01:52.696000,15.4.csv,Audio File 15.mp3,-0.793548387,0.68883871,Yellow,Audio File 15,143.5546875,20.72033437,131.5917969,0,0.110221415,0,112.696,0,0,-340.4222177,0,0,0,-0.142093981,0.142093981,Small Change (0-5%),No Change
000:01:53.221000,15.4.csv,Audio File 15.mp3,-0.816129032,0.753354839,Yellow,Audio File 15,143.5546875,0,143.5546875,0,0.110221415,0,113.221,0,0,0,0,0,0,0.064516129,0.064516129,Small Change (0-5%),No Change
000:01:53.438000,15.2.csv,Audio File 15.mp3,-0.119886084,0.8747467,Yellow,Audio File 15,143.5546875,0,143.5546875,0,0.052486388,0,113.438,0,0,0,0,0,0,0.121391862,0.121391862,Small Change (0-5%),No Change
000:01:53.603000,15.20.csv,Audio File 15.mp3,0.095453044,0.670923704,Green,Audio File 15,143.5546875,0,143.5546875,0,0,0,113.603,0,0,0,0,0,0,-0.203822997,0.203822997,Small Change (0-5%),No Change
000:01:54.236000,15.17.csv,Audio File 15.mp3,-0.106679035,0.652572991,Yellow,Audio File 15,143.5546875,0,143.5546875,0,0,0,114.236,0,0,0,0,0,0,-0.018350713,0.018350713,Small Change (0-5%),No Change
000:01:54.254000,15.12.csv,Audio File 15.mp3,-0.062265566,0.743485871,Yellow,Audio File 15,143.5546875,0,143.5546875,0,0,0,114.254,0,0,0,0,0,0,0.090912881,0.090912881,Small Change (0-5%),No Change
000:01:54.277000,15.20.csv,Audio File 15.mp3,0.130683695,0.732577342,Green,Audio File 15,143.5546875,0,143.5546875,0,0,0,114.277,0,0,0,0,0,0,-0.010908529,0.010908529,Small Change (0-5%),No Change
000:01:54.620000,15.20.csv,Audio File 15.mp3,0.187933502,0.838269294,Green,Audio File 15,143.5546875,0,143.5546875,0,0,0,114.62,0,0,0,0,0,0,0.105691952,0.105691952,Small Change (0-5%),No Change
000:01:54.797000,15.17.csv,Audio File 15.mp3,-0.096914364,0.716043355,Yellow,Audio File 15,143.5546875,0,143.5546875,0,0,0,114.797,0,0,0,0,0,0,-0.122225939,0.122225939,Small Change (0-5%),No Change
000:01:55.273000,15.20.csv,Audio File 15.mp3,0.14829902,0.965980403,Green,Audio File 15,143.5546875,0,143.5546875,0,0,0,115.273,0,0,0,0,0,0,0.249937048,0.249937048,Small Change (0-5%),No Change
000:01:57.109000,15.5.csv,Audio File 15.mp3,-0.187096774,0.914645161,Yellow,Audio File 15,139.6748311,2.240036148,142.261402,-0.027027027,0.005248639,-2.113211557,117.109,-3.879856419,3.879856419,-1.150986687,-2.702702703,2.702702703,2.702702703,-0.051335242,0.051335242,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal
000:01:58.360000,15.4.csv,Audio File 15.mp3,-0.832258065,0.814645161,Yellow,Audio File 15,143.5546875,2.240036148,142.261402,0.027777778,0.010497278,3.101404012,118.36,3.879856419,3.879856419,4.168357769,2.777777778,2.777777778,2.777777778,-0.1,0.1,Small Change (0-5%),Increase in Tempo → Decrease in Arousal
000:02:03.067000,15.14.csv,Audio File 15.mp3,-0.064839712,0.741480252,Yellow,Audio File 15,143.5546875,2.240036148,142.261402,0,0.015745916,0,123.067,0,0,-0.658891866,0,0,0,-0.073164909,0.073164909,Small Change (0-5%),No Change
000:02:04.023000,15.4.csv,Audio File 15.mp3,-0.890322581,0.846903226,Yellow,Audio File 15,143.5546875,0,143.5546875,0,0.010497278,0,124.023,0,0,0,0,0,0,0.105422973,0.105422973,Small Change (0-5%),No Change
000:02:11.436000,15.10.csv,Audio File 15.mp3,-0.124423963,0.74459074,Yellow,Audio File 15,143.5546875,0,143.5546875,0,0.005248639,0,131.436,0,0,0,0,0,0,-0.102312486,0.102312486,Small Change (0-5%),No Change
000:02:11.556000,15.9.csv,Audio File 15.mp3,-0.082729866,0.650230415,Yellow,Audio File 15,109.9567819,19.39775983,132.3553856,-0.234042553,0.048852715,-279.9825465,131.556,-33.59790559,33.59790559,-2333.187888,-23.40425532,23.40425532,23.40425532,-0.094360325,0.094360325,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:02:11.611000,15.4.csv,Audio File 15.mp3,-0.870967742,0.798516129,Yellow,Audio File 15,109.9567819,19.39775983,121.1560838,0,0.102221227,0,131.611,0,0,5090.591755,0,0,0,0.148285714,0.148285714,Small Change (0-5%),No Change
000:02:12.173000,15.4.csv,Audio File 15.mp3,-0.883870968,0.621096774,Yellow,Audio File 15,109.9567819,0,109.9567819,0,0.102221227,0,132.173,0,0,0,0,0,0,-0.177419355,0.177419355,Small Change (0-5%),No Change
000:02:12.792000,15.4.csv,Audio File 15.mp3,-0.877419355,0.414645161,Yellow,Audio File 15,143.5546875,19.39775983,121.1560838,0.305555556,0.106737025,54.277715,132.792,33.59790559,33.59790559,87.68613086,30.55555556,30.55555556,30.55555556,-0.206451613,0.206451613,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:02:13.398000,15.4.csv,Audio File 15.mp3,-0.906451613,0.343677419,Yellow,Audio File 15,143.5546875,19.39775983,132.3553856,0,0.102221227,0,133.398,0,0,-89.56718647,0,0,0,-0.070967742,0.070967742,Small Change (0-5%),No Change
000:02:13.914000,15.19.csv,Audio File 15.mp3,-0.102719366,0.785577452,Yellow,Audio File 15,143.5546875,0,143.5546875,0,0.102221227,0,133.914,0,0,0,0,0,0,0.441900033,0.441900033,Small Change (0-5%),No Change
000:02:14.256000,15.9.csv,Audio File 15.mp3,-0.067368883,0.430787799,Yellow,Audio File 15,143.5546875,0,143.5546875,0,0.048852715,0,134.256,0,0,0,0,0,0,-0.354789653,0.354789653,Small Change (0-5%),No Change
000:02:14.853000,15.4.csv,Audio File 15.mp3,-0.867741935,0.269483871,Yellow,Audio File 15,147.65625,2.368038213,144.921875,0.028571429,0.005446701,6.870288945,134.853,4.1015625,4.1015625,11.50802168,2.857142857,2.857142857,2.857142857,-0.161303928,0.161303928,Small Change (0-5%),Increase in Tempo → Decrease in Arousal
000:02:16.330000,15.4.csv,Audio File 15.mp3,-0.838709677,0.430774194,Yellow,Audio File 15,151.9990809,4.222771101,147.7366728,0.029411765,0.014974398,2.940305269,136.33,4.342830882,4.342830882,-2.660787864,2.941176471,2.941176471,2.941176471,0.161290323,0.161290323,Small Change (0-5%),Increase in Tempo → Increase in Arousal
000:02:16.387000,15.3.csv,Audio File 15.mp3,-0.897815023,0.969462969,Yellow,Audio File 15,151.9990809,2.507334579,150.5514706,0,0.020525843,0,136.387,0,0,-51.58430297,0,0,0,0.538688776,0.538688776,Small Change (0-5%),No Change
000:02:17.004000,15.20.csv,Audio File 15.mp3,0.130683695,0.719365848,Green,Audio File 15,135.9991776,9.237548449,146.6657798,-0.105263158,0.036073698,-25.93177188,137.004,-15.99990325,15.99990325,-42.0288037,-10.52631579,10.52631579,10.52631579,-0.250097121,0.250097121,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal
000:02:17.021000,15.6.csv,Audio File 15.mp3,-0.073725401,0.767254579,Yellow,Audio File 15,135.9991776,9.237548449,141.3324787,0,0.048332803,0,137.021,0,0,1525.398346,0,0,0,0.047888731,0.047888731,Small Change (0-5%),No Change
000:02:17.284000,15.1.csv,Audio File 15.mp3,-0.722755013,0.884208079,Yellow,Audio File 15,135.9991776,0,135.9991776,0,0.042781358,0,137.284,0,0,0,0,0,0,0.1169535,0.1169535,Small Change (0-5%),No Change
000:02:17.311000,15.4.csv,Audio File 15.mp3,-0.925806452,0.634,Yellow,Audio File 15,135.9991776,0,135.9991776,0,0.021786803,0,137.311,0,0,0,0,0,0,-0.250208079,0.250208079,Small Change (0-5%),No Change
000:02:17.496000,15.20.csv,Audio File 15.mp3,0.143895189,0.556424089,Green,Audio File 15,135.9991776,0,135.9991776,0,0,0,137.496,0,0,0,0,0,0,-0.077575911,0.077575911,Small Change (0-5%),No Change
000:02:17.542000,15.15.csv,Audio File 15.mp3,-0.131386124,0.307763572,Yellow,Audio File 15,129.1992188,3.925958091,133.7325247,-0.05,0.009785598,-147.8251931,137.542,-6.799958882,6.799958882,-3213.591154,-5,5,5,-0.248660517,0.248660517,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal
000:02:17.595000,15.4.csv,Audio File 15.mp3,-0.929032258,0.804967742,Yellow,Audio File 15,129.1992188,3.925958091,131.4658717,0,0.019739913,0,137.595,0,0,2789.154586,0,0,0,0.49720417,0.49720417,Small Change (0-5%),No Change
000:02:17.850000,15.15.csv,Audio File 15.mp3,-0.114541749,0.156164199,Yellow,Audio File 15,129.1992188,0,129.1992188,0,0.019739913,0,137.85,0,0,0,0,0,0,-0.648803543,0.648803543,Small Change (0-5%),No Change
000:02:17.953000,15.20.csv,Audio File 15.mp3,0.14829902,0.42871298,Green,Audio File 15,129.1992188,0,129.1992188,0,0.009954315,0,137.953,0,0,0,0,0,0,0.272548781,0.272548781,Small Change (0-5%),No Change
000:02:18.269000,15.20.csv,Audio File 15.mp3,0.126279863,0.323021028,Green,Audio File 15,129.1992188,0,129.1992188,0,0,0,138.269,0,0,0,0,0,0,-0.105691952,0.105691952,Small Change (0-5%),No Change
000:02:18.595000,15.15.csv,Audio File 15.mp3,-0.178550373,-0.049337174,Red,Audio File 15,126.0480183,1.819346432,128.1488186,-0.024390244,0.004732379,-9.666259072,138.595,-3.151200457,3.151200457,-29.65110145,-2.43902439,2.43902439,2.43902439,-0.372358202,0.372358202,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal
