Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category
000:00:04.516000,16.10.csv,Audio File 16.mp3,0.239850779,-0.820035111,Blue,Audio File 16,152.027027,6.582963373,144.4256757,0.081081081,0.015193428,167.676868,4.516,11.40202703,11.40202703,2465.836295,8.108108108,8.108108108,8.108108108,-0.215476404,0.215476404,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal
000:00:04.617000,16.9.csv,Audio File 16.mp3,0.209415584,-0.761595547,Blue,Audio File 16,152.027027,6.582963373,148.2263514,0,0.029997281,0,4.617,0,0,-1660.16701,0,0,0,0.058439564,0.058439564,Small Change (0-5%),No Change
000:00:04.637000,16.11.csv,Audio File 16.mp3,0.300136494,-0.797948574,Blue,Audio File 16,152.027027,0,152.027027,0,0.029997281,0,4.637,0,0,0,0,0,0,-0.036353027,0.036353027,Small Change (0-5%),No Change
000:00:04.709000,16.17.csv,Audio File 16.mp3,0.298701299,-0.821428571,Blue,Audio File 16,152.027027,0,152.027027,0,0.014803853,0,4.709,0,0,0,0,0,0,-0.023479998,0.023479998,Small Change (0-5%),No Change
000:00:04.887000,16.3.csv,Audio File 16.mp3,0.322448471,-0.720984091,Blue,Audio File 16,152.027027,0,152.027027,0,0,0,4.887,0,0,0,0,0,0,0.10044448,0.10044448,Small Change (0-5%),No Change
000:00:04.934000,16.16.csv,Audio File 16.mp3,0.312126125,-0.804494885,Blue,Audio File 16,152.027027,0,152.027027,0,0,0,4.934,0,0,0,0,0,0,-0.083510793,0.083510793,Small Change (0-5%),No Change
000:00:05.165000,16.15.csv,Audio File 16.mp3,0.137821362,-0.175192155,Blue,Audio File 16,152.027027,0,152.027027,0,0,0,5.165,0,0,0,0,0,0,0.62930273,0.62930273,Small Change (0-5%),No Change
000:00:05.490000,16.18.csv,Audio File 16.mp3,0.373376623,-0.827922078,Blue,Audio File 16,152.027027,0,152.027027,0,0,0,5.49,0,0,0,0,0,0,-0.652729923,0.652729923,Small Change (0-5%),No Change
000:00:05.660000,16.4.csv,Audio File 16.mp3,0.196774194,-0.672451613,Blue,Audio File 16,130.8139535,12.24737372,144.9560025,-0.139534884,0.028163428,-124.7827855,5.66,-21.21307354,21.21307354,-734.0163854,-13.95348837,13.95348837,13.95348837,0.155470465,0.155470465,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal
000:00:05.936000,16.13.csv,Audio File 16.mp3,0.292823206,-0.784396099,Blue,Audio File 16,130.8139535,12.24737372,137.884978,0,0.057771134,0,5.936,0,0,452.1115417,0,0,0,-0.111944486,0.111944486,Small Change (0-5%),No Change
000:00:08.236000,16.4.csv,Audio File 16.mp3,0.24516129,-0.791806452,Blue,Audio File 16,119.6808511,6.427699682,127.1029193,-0.085106383,0.074628076,-4.840479315,8.236,-11.13310242,11.13310242,-2.104556224,-8.510638298,8.510638298,8.510638298,-0.007410353,0.007410353,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal
000:00:08.776000,16.4.csv,Audio File 16.mp3,0.416129032,-0.646645161,Blue,Audio File 16,127.8409091,5.764424076,126.1119045,0.068181818,0.061700916,15.11121857,8.776,8.160058027,8.160058027,36.94758867,6.818181818,6.818181818,6.818181818,0.14516129,0.14516129,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal
000:00:10.652000,16.8.csv,Audio File 16.mp3,0.185000185,-0.517963518,Blue,Audio File 16,130.8139535,5.764424076,126.1119045,0.023255814,0.047329477,1.584778463,10.652,2.973044397,2.973044397,-7.21025592,2.325581395,2.325581395,2.325581395,0.128681643,0.128681643,Small Change (0-5%),Increase in Tempo → Increase in Arousal
000:00:10.880000,16.5.csv,Audio File 16.mp3,0.287096774,-0.475677419,Blue,Audio File 16,130.8139535,1.716487983,129.8229387,0,0.034879789,0,10.88,0,0,-6.950782735,0,0,0,0.042286099,0.042286099,Small Change (0-5%),No Change
000:00:11.065000,16.8.csv,Audio File 16.mp3,0.194250194,-0.294113294,Blue,Audio File 16,130.8139535,0,130.8139535,0,0.019643521,0,11.065,0,0,0,0,0,0,0.181564125,0.181564125,Small Change (0-5%),No Change
000:00:11.188000,16.4.csv,Audio File 16.mp3,0.312903226,-0.42083871,Blue,Audio File 16,130.8139535,0,130.8139535,0,0.004407254,0,11.188,0,0,0,0,0,0,-0.126725416,0.126725416,Small Change (0-5%),No Change
000:00:13.113000,16.8.csv,Audio File 16.mp3,0.022200022,-0.066563067,Blue,Audio File 16,133.9285714,1.798225506,131.8521595,0.023809524,0.004546065,1.617983346,13.113,3.11461794,3.11461794,0.840510829,2.380952381,2.380952381,2.380952381,0.354275643,0.354275643,Small Change (0-5%),Increase in Tempo → Increase in Arousal
000:00:13.222000,16.13.csv,Audio File 16.mp3,0.255313828,-0.361790448,Blue,Audio File 16,133.9285714,1.798225506,132.8903654,0,0.009056614,0,13.222,0,0,-14.8438839,0,0,0,-0.295227381,0.295227381,Small Change (0-5%),No Change
000:00:14.038000,16.13.csv,Audio File 16.mp3,0.252813203,-0.021705426,Blue,Audio File 16,148.0263158,8.139336502,138.6278195,0.105263158,0.02862781,17.2766475,14.038,14.09774436,14.09774436,21.17236213,10.52631579,10.52631579,10.52631579,0.340085021,0.340085021,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal
000:00:14.445000,16.4.csv,Audio File 16.mp3,0.558064516,-0.175677419,Blue,Audio File 16,148.0263158,8.139336502,143.3270677,0,0.043011262,0,14.445,0,0,-42.44876536,0,0,0,-0.153971993,0.153971993,Small Change (0-5%),No Change
000:00:14.729000,16.2.csv,Audio File 16.mp3,0.301917298,-0.508953834,Blue,Audio File 16,152.027027,2.30981171,149.3598862,0.027027027,0.043655626,14.0870114,14.729,4.000711238,4.000711238,49.60215282,2.702702703,2.702702703,2.702702703,-0.333276414,0.333276414,Small Change (0-5%),Increase in Tempo → Decrease in Arousal
000:00:15.814000,16.9.csv,Audio File 16.mp3,0.174628942,-0.365027829,Blue,Audio File 16,127.8409091,12.96421122,142.6314173,-0.159090909,0.054382129,-22.29135294,15.814,-24.18611794,24.18611794,-33.52844639,-15.90909091,15.90909091,15.90909091,0.143926004,0.143926004,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:00:16.448000,16.4.csv,Audio File 16.mp3,0.693548387,0.072709677,Green,Audio File 16,127.8409091,13.9638617,135.9029484,0,0.069702204,0,16.448,0,0,35.15986268,0,0,0,0.437737507,0.437737507,Small Change (0-5%),No Change
000:00:16.748000,16.8.csv,Audio File 16.mp3,0.055500056,0.040737041,Green,Audio File 16,119.6808511,4.711211699,125.1208897,-0.063829787,0.077098384,-27.20019342,16.748,-8.160058027,8.160058027,-90.66731141,-6.382978723,6.382978723,6.382978723,-0.031972637,0.031972637,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal
000:00:17.539000,16.3.csv,Audio File 16.mp3,0.33313737,-0.569558014,Blue,Audio File 16,122.2826087,4.168340858,123.268123,0.02173913,0.058072431,3.289200546,17.539,2.601757632,2.601757632,38.54537796,2.173913043,2.173913043,2.173913043,-0.610295055,0.610295055,Small Change (0-5%),Increase in Tempo → Decrease in Arousal
000:00:17.950000,16.9.csv,Audio File 16.mp3,0.156076067,-0.165584416,Blue,Audio File 16,122.2826087,1.502125469,121.4153562,0,0.027946769,0,17.95,0,0,-8.002921036,0,0,0,0.403973598,0.403973598,Small Change (0-5%),No Change
000:00:20.205000,16.3.csv,Audio File 16.mp3,0.413304117,-0.443072702,Blue,Audio File 16,144.2307692,12.67177639,129.5986622,0.179487179,0.04798803,9.733108885,20.205,21.94816054,21.94816054,4.316234539,17.94871795,17.94871795,17.94871795,-0.277488287,0.277488287,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:00:23.341000,16.12.csv,Audio File 16.mp3,0.308763019,-0.604217565,Blue,Audio File 16,122.2826087,12.67177639,129.5986622,-0.152173913,0.069308638,-6.998775681,23.341,-21.94816054,21.94816054,-5.335422374,-15.2173913,15.2173913,15.2173913,-0.161144862,0.161144862,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:00:25.138000,16.3.csv,Audio File 16.mp3,0.495252347,-0.304117008,Blue,Audio File 16,165.4411765,21.58033479,143.9848515,0.352941176,0.115144442,24.01701045,25.138,43.15856777,43.15856777,17.25975856,35.29411765,35.29411765,35.29411765,0.300100557,0.300100557,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:26.754000,16.6.csv,Audio File 16.mp3,0.453694777,-0.580596987,Blue,Audio File 16,80.35714286,42.54350603,122.6936427,-0.514285714,0.198134024,-52.6510109,26.754,-85.08403361,85.08403361,-47.44308252,-51.42857143,51.42857143,51.42857143,-0.276479979,0.276479979,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:00:28.328000,16.17.csv,Audio File 16.mp3,0.337662338,-0.474025974,Blue,Audio File 16,133.9285714,43.01595636,126.5756303,0.666666667,0.278822971,34.0352151,28.328,53.57142857,53.57142857,55.07384117,66.66666667,66.66666667,66.66666667,0.106571013,0.106571013,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:28.721000,16.4.csv,Audio File 16.mp3,0.783870968,0.163032258,Green,Audio File 16,108.1730769,26.79231744,107.4862637,-0.192307692,0.311950807,-65.53560943,28.721,-25.75549451,25.75549451,-253.3608767,-19.23076923,19.23076923,19.23076923,0.637058232,0.637058232,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:00:29.026000,16.17.csv,Audio File 16.mp3,0.334415584,-0.253246753,Blue,Audio File 16,108.1730769,14.86994169,116.7582418,0,0.238821097,0,29.026,0,0,214.8708506,0,0,0,-0.416279011,0.416279011,Small Change (0-5%),No Change
000:00:29.284000,16.14.csv,Audio File 16.mp3,0.190894089,-0.687797351,Blue,Audio File 16,108.1730769,0,108.1730769,0,0.125539796,0,29.284,0,0,0,0,0,0,-0.434550598,0.434550598,Small Change (0-5%),No Change
000:00:37.661000,16.19.csv,Audio File 16.mp3,0.324675325,-0.506493506,Blue,Audio File 16,156.25,27.75722448,124.1987179,0.444444444,0.116949035,5.739157583,37.661,48.07692308,48.07692308,0.685108939,44.44444444,44.44444444,44.44444444,0.181303845,0.181303845,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:40.999000,16.4.csv,Audio File 16.mp3,0.458064516,-0.149870968,Blue,Audio File 16,148.0263158,25.71413412,137.4831309,-0.052631579,0.136841753,-2.463656145,40.999,-8.223684211,8.223684211,-2.457403753,-5.263157895,5.263157895,5.263157895,0.356622539,0.356622539,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal
000:00:42.450000,16.4.csv,Audio File 16.mp3,0.316129032,-0.672451613,Blue,Audio File 16,117.1875,20.59344737,140.4879386,-0.208333333,0.185703474,-21.25349124,42.45,-30.83881579,30.83881579,-12.94957622,-20.83333333,20.83333333,20.83333333,-0.522580645,0.522580645,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:00:43.836000,16.4.csv,Audio File 16.mp3,0.664516129,-0.649870968,Blue,Audio File 16,140.625,16.09931904,135.2796053,0.2,0.150875909,16.91017316,43.836,23.4375,23.4375,27.5351114,20,20,20,0.022580645,0.022580645,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:44.866000,16.4.csv,Audio File 16.mp3,0.848387097,-0.656322581,Blue,Audio File 16,137.195122,12.65823451,131.6692073,-0.024390244,0.12057651,-3.329978688,44.866,-3.429878049,3.429878049,-19.65063286,-2.43902439,2.43902439,2.43902439,-0.006451613,0.006451613,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal
000:00:48.005000,16.3.csv,Audio File 16.mp3,0.495252347,-0.15803538,Blue,Audio File 16,137.195122,1.980241015,138.3384146,0,0.076486279,0,48.005,0,0,1.060840614,0,0,0,0.4982872,0.4982872,Small Change (0-5%),No Change
000:00:49.438000,16.3.csv,Audio File 16.mp3,0.386581868,-0.113498299,Blue,Audio File 16,130.8139535,3.68416933,135.0680658,-0.046511628,0.045909165,-4.453013582,49.438,-6.381168463,6.381168463,-3.107476331,-4.651162791,4.651162791,4.651162791,0.044537082,0.044537082,Small Change (0-5%),Decrease in Tempo → Increase in Arousal
000:00:49.903000,16.16.csv,Audio File 16.mp3,0.316598647,-0.49589087,Blue,Audio File 16,144.2307692,6.711067827,137.4132816,0.102564103,0.030143143,28.85336719,49.903,13.41681574,13.41681574,71.62662531,10.25641026,10.25641026,10.25641026,-0.382392572,0.382392572,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal
000:00:52.166000,16.2.csv,Audio File 16.mp3,0.417904153,-0.378907966,Blue,Audio File 16,117.1875,13.52177004,130.7440742,-0.1875,0.059845542,-11.95018525,52.166,-27.04326923,27.04326923,-18.03073462,-18.75,18.75,18.75,0.116982904,0.116982904,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:00:52.188000,16.3.csv,Audio File 16.mp3,0.359859619,-0.022642652,Blue,Audio File 16,117.1875,15.61343877,126.2019231,0,0.091992716,0,52.188,0,0,543.1902388,0,0,0,0.356265314,0.356265314,Small Change (0-5%),No Change
000:00:52.621000,16.3.csv,Audio File 16.mp3,0.368767035,0.130564908,Green,Audio File 16,140.625,13.53164693,125,0.2,0.111797586,54.12817552,52.621,23.4375,23.4375,125.0073338,20,20,20,0.153207561,0.153207561,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:52.948000,16.19.csv,Audio File 16.mp3,0.318181818,-0.301948052,Blue,Audio File 16,140.625,13.53164693,132.8125,0,0.111285477,0,52.948,0,0,-165.5295887,0,0,0,-0.43251296,0.43251296,Small Change (0-5%),No Change
000:00:54.068000,16.1.csv,Audio File 16.mp3,0.47736514,-0.57298997,Blue,Audio File 16,106.1320755,19.91449926,129.1273585,-0.245283019,0.121454073,-30.79725404,54.068,-34.49292453,34.49292453,-27.49754825,-24.52830189,24.52830189,24.52830189,-0.271041918,0.271041918,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:00:56.001000,16.4.csv,Audio File 16.mp3,0.280645161,-0.266,Blue,Audio File 16,127.8409091,17.43783377,124.8659949,0.204545455,0.131920476,11.23064336,56.001,21.70883362,21.70883362,21.7423163,20.45454545,20.45454545,20.45454545,0.30698997,0.30698997,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:00:56.785000,16.10.csv,Audio File 16.mp3,0.351766513,-0.635703314,Blue,Audio File 16,130.8139535,13.47409584,121.595646,0.023255814,0.134895587,3.792148466,56.785,2.973044397,2.973044397,-9.487876143,2.325581395,2.325581395,2.325581395,-0.369703314,0.369703314,Small Change (0-5%),Increase in Tempo → Decrease in Arousal
000:00:57.736000,16.4.csv,Audio File 16.mp3,0.403225806,-0.098258065,Blue,Audio File 16,125,2.90722699,127.8849542,-0.044444444,0.091065401,-6.113515761,57.736,-5.813953488,5.813953488,-10.41605071,-4.444444444,4.444444444,4.444444444,0.537445249,0.537445249,Small Change (0-5%),Decrease in Tempo → Increase in Arousal
000:00:58.019000,16.14.csv,Audio File 16.mp3,0.227326304,-0.458488706,Blue,Audio File 16,125,3.356687612,126.9379845,0,0.053329115,0,58.019,0,0,21.60252919,0,0,0,-0.360230641,0.360230641,Small Change (0-5%),No Change
000:00:58.178000,16.4.csv,Audio File 16.mp3,0.467741935,-0.004709677,Blue,Audio File 16,125,0,125,0,0.016392222,0,58.178,0,0,0,0,0,0,0.453779029,0.453779029,Small Change (0-5%),No Change
000:01:00.803000,16.4.csv,Audio File 16.mp3,0.551612903,0.069483871,Green,Audio File 16,117.1875,4.510548978,122.3958333,-0.0625,0.021098556,-2.976190476,60.803,-7.8125,7.8125,-1.133786848,-6.25,6.25,6.25,0.074193548,0.074193548,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal
000:01:05.532000,16.4.csv,Audio File 16.mp3,0.751612903,-0.259548387,Blue,Audio File 16,133.9285714,8.376733816,125.3720238,0.142857143,0.03455572,3.540087001,65.532,16.74107143,16.74107143,1.377939835,14.28571429,14.28571429,14.28571429,-0.329032258,0.329032258,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal
000:01:07.451000,16.4.csv,Audio File 16.mp3,0.809677419,0.050129032,Green,Audio File 16,137.195122,10.73342723,129.4370645,0.024390244,0.062197023,1.702214968,67.451,3.266550523,3.266550523,-0.957723832,2.43902439,2.43902439,2.43902439,0.309677419,0.309677419,Small Change (0-5%),Increase in Tempo → Increase in Arousal
000:01:07.687000,16.3.csv,Audio File 16.mp3,0.472093065,0.233890938,Green,Audio File 16,140.625,3.348546236,137.2495645,0.025,0.058045475,14.53338156,67.687,3.429878049,3.429878049,54.36934998,2.5,2.5,2.5,0.183761905,0.183761905,Small Change (0-5%),Increase in Tempo → Increase in Arousal
000:01:07.897000,16.5.csv,Audio File 16.mp3,0.3,-0.195032258,Blue,Audio File 16,140.625,1.980241015,139.4817073,0,0.040506182,0,67.897,0,0,-69.20657887,0,0,0,-0.428923196,0.428923196,Small Change (0-5%),No Change
000:01:08.365000,16.16.csv,Audio File 16.mp3,0.287527254,-0.261083468,Blue,Audio File 16,140.625,0,140.625,0,0.012864879,0,68.365,0,0,0,0,0,0,-0.06605121,0.06605121,Small Change (0-5%),No Change
000:01:08.436000,16.9.csv,Audio File 16.mp3,0.09809833,0.205473098,Green,Audio File 16,140.625,0,140.625,0,0.004732379,0,68.436,0,0,0,0,0,0,0.466556567,0.466556567,Small Change (0-5%),No Change
000:01:08.521000,16.5.csv,Audio File 16.mp3,0.325806452,-0.033741935,Blue,Audio File 16,170.4545455,17.2220961,150.5681818,0.212121212,0.038126905,350.9358289,68.521,29.82954545,29.82954545,4128.65681,21.21212121,21.21212121,21.21212121,-0.239215034,0.239215034,Large Change (>15%),Increase in Tempo → Decrease in Arousal
000:01:08.921000,16.3.csv,Audio File 16.mp3,0.49703383,0.303368785,Green,Audio File 16,170.4545455,17.2220961,160.5113636,0,0.073891965,0,68.921,0,0,-877.3395722,0,0,0,0.33711072,0.33711072,Small Change (0-5%),No Change
000:01:09.215000,16.16.csv,Audio File 16.mp3,0.269637167,0.031866719,Green,Audio File 16,170.4545455,0,170.4545455,0,0.073891965,0,69.215,0,0,0,0,0,0,-0.271502066,0.271502066,Small Change (0-5%),No Change
000:01:09.219000,16.8.csv,Audio File 16.mp3,0.135050135,0.14988715,Green,Audio File 16,170.4545455,0,170.4545455,0,0.035765061,0,69.219,0,0,0,0,0,0,0.118020431,0.118020431,Small Change (0-5%),No Change
000:01:09.360000,16.5.csv,Audio File 16.mp3,0.322580645,0.053354839,Green,Audio File 16,170.4545455,0,170.4545455,0,0,0,69.36,0,0,0,0,0,0,-0.096532311,0.096532311,Small Change (0-5%),No Change
000:01:09.371000,16.3.csv,Audio File 16.mp3,0.443589332,0.438761513,Green,Audio File 16,170.4545455,0,170.4545455,0,0,0,69.371,0,0,0,0,0,0,0.385406674,0.385406674,Small Change (0-5%),No Change
000:01:09.423000,16.15.csv,Audio File 16.mp3,0.222634508,0.142857143,Green,Audio File 16,170.4545455,0,170.4545455,0,0,0,69.423,0,0,0,0,0,0,-0.29590437,0.29590437,Small Change (0-5%),No Change
000:01:09.580000,16.8.csv,Audio File 16.mp3,0.135050135,0.327487327,Green,Audio File 16,144.2307692,15.14030426,161.7132867,-0.153846154,0.031208123,-167.0304218,69.58,-26.22377622,26.22377622,-1063.888037,-15.38461538,15.38461538,15.38461538,0.184630185,0.184630185,Large Change (>15%),Decrease in Tempo → Increase in Arousal
000:01:09.911000,16.18.csv,Audio File 16.mp3,0.373376623,-0.600649351,Blue,Audio File 16,144.2307692,15.14030426,152.972028,0,0.064199567,0,69.911,0,0,504.6236308,0,0,0,-0.928136678,0.928136678,Small Change (0-5%),No Change
000:01:10.371000,16.3.csv,Audio File 16.mp3,0.459622682,0.536743092,Green,Audio File 16,144.2307692,0,144.2307692,0,0.064199567,0,70.371,0,0,0,0,0,0,1.137392443,1.137392443,Small Change (0-5%),No Change
000:01:10.481000,16.8.csv,Audio File 16.mp3,0.131350131,0.432937433,Green,Audio File 16,144.2307692,0,144.2307692,0,0.032991444,0,70.481,0,0,0,0,0,0,-0.103805659,0.103805659,Small Change (0-5%),No Change
000:01:10.723000,16.11.csv,Audio File 16.mp3,0.288536181,-0.456979208,Blue,Audio File 16,137.195122,4.062032851,141.8855535,-0.048780488,0.00954298,-29.07292264,70.723,-7.03564728,7.03564728,-120.136044,-4.87804878,4.87804878,4.87804878,-0.889916641,0.889916641,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal
000:01:10.841000,16.4.csv,Audio File 16.mp3,0.787096774,0.275935484,Green,Audio File 16,137.195122,4.062032851,139.5403377,0,0.019246346,0,70.841,0,0,246.3807004,0,0,0,0.732914692,0.732914692,Small Change (0-5%),No Change
000:01:11.123000,16.4.csv,Audio File 16.mp3,0.848387097,0.317870968,Green,Audio File 16,137.195122,0,137.195122,0,0.019246346,0,71.123,0,0,0,0,0,0,0.041935484,0.041935484,Small Change (0-5%),No Change
000:01:11.454000,16.11.csv,Audio File 16.mp3,0.284340054,-0.268153494,Blue,Audio File 16,137.195122,0,137.195122,0,0.009703366,0,71.454,0,0,0,0,0,0,-0.586024462,0.586024462,Small Change (0-5%),No Change
000:01:11.636000,16.4.csv,Audio File 16.mp3,0.874193548,0.392064516,Green,Audio File 16,187.5,29.04353488,153.9634146,0.366666667,0.062879732,276.4004288,71.636,50.30487805,50.30487805,1518.683675,36.66666667,36.66666667,36.66666667,0.66021801,0.66021801,Large Change (>15%),Increase in Tempo → Increase in Arousal
000:01:12.193000,16.4.csv,Audio File 16.mp3,0.903225806,0.446903226,Green,Audio File 16,187.5,29.04353488,170.7317073,0,0.119583777,0,72.193,0,0,-496.2305724,0,0,0,0.05483871,0.05483871,Small Change (0-5%),No Change
000:01:12.405000,16.11.csv,Audio File 16.mp3,0.309516816,-0.127583241,Blue,Audio File 16,187.5,0,187.5,0,0.119583777,0,72.405,0,0,0,0,0,0,-0.574486466,0.574486466,Small Change (0-5%),No Change
000:01:12.577000,16.4.csv,Audio File 16.mp3,0.941935484,0.537225806,Green,Audio File 16,165.4411765,12.7356677,180.1470588,-0.117647059,0.080269361,-128.248974,72.577,-22.05882353,22.05882353,-745.6335698,-11.76470588,11.76470588,11.76470588,0.664809047,0.664809047,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal
000:01:13.271000,16.4.csv,Audio File 16.mp3,0.94516129,0.627548387,Green,Audio File 16,165.4411765,12.7356677,172.7941176,0,0.048133414,0,73.271,0,0,184.7967925,0,0,0,0.090322581,0.090322581,Small Change (0-5%),No Change
000:01:13.320000,16.11.csv,Audio File 16.mp3,0.31790907,0.05914441,Green,Audio File 16,165.4411765,0,165.4411765,0,0.048133414,0,73.32,0,0,0,0,0,0,-0.568403977,0.568403977,Small Change (0-5%),No Change
000:01:13.590000,16.12.csv,Audio File 16.mp3,0.328050662,-0.263469204,Blue,Audio File 16,133.9285714,18.193811,154.9369748,-0.19047619,0.063710488,-116.713352,73.59,-31.51260504,31.51260504,-432.2716741,-19.04761905,19.04761905,19.04761905,-0.322613614,0.322613614,Large Change (>15%),Decrease in Tempo → Decrease in Arousal
000:01:13.967000,16.7.csv,Audio File 16.mp3,0.394609716,-0.353255741,Blue,Audio File 16,133.9285714,18.193811,144.4327731,0,0.081131502,0,73.967,0,0,309.5844881,0,0,0,-0.089786537,0.089786537,Small Change (0-5%),No Change
