Duration (hh:mm:ss.ms),Song,Valence,Arousal,Quadrant Color
0:00:02.685000,Audio File 3.mp3,-0.027831571958169654,0.1924860288828638,Yellow
0:00:07.034000,Audio File 3.mp3,-0.06545675870082435,0.3916781939910363,Yellow
0:00:19.101000,Audio File 3.mp3,-0.18718530404470757,0.500127261661041,Yellow
0:00:35.601000,Audio File 3.mp3,-0.2867813865987938,0.6572677474685993,Yellow
0:00:47.236000,Audio File 3.mp3,-0.3908039617108393,0.7546505837437059,Yellow
0:01:05.650000,Audio File 3.mp3,-0.46384108891716924,0.400531179106955,Yellow
0:01:12.482000,Audio File 3.mp3,-0.5435179549604382,0.5178332318928789,Yellow
0:01:21.169000,Audio File 3.mp3,-0.6740994854202401,0.47356830631328495,Yellow
0:01:33.184000,Audio File 3.mp3,-0.7382836275106512,0.595296851657168,Yellow
0:01:42.724000,Audio File 3.mp3,-0.8201737398328999,0.6683339788634981,Yellow
0:02:15.620000,Audio File 3.mp3,-0.8312399712277982,0.8055552481602388,Yellow
